transaction_text,amount,amount_log,payment_method,transaction_type,category
HPCL Cash Withdrawal ATM,3337.03,8.11313609159901,Cash Withdrawal,Debit,Fuel
Flower Shop UPI/Flower Shop,380.36,5.94374381089657,Upi,Debit,Other
Tailor UPI/Tailor,1214.62,7.103009513687812,Upi,Debit,Other
BigBasket UPI/DR/583725630/BigBasket,300.0,5.707110264748875,Upi,Debit,Groceries
Meesho UPI Payment Meesho,288.0,5.666426688112432,Upi,Debit,Shopping
Myntra UPI Payment Myntra,288.0,5.666426688112432,Upi,Debit,Shopping
Zomato POS Purchase Zomato,137.56,4.931303444814125,Credit Card,Debit,Food
Indian Oil Debit Card Indian Oil,3097.93,8.038812169601046,Debit Card,Debit,Fuel
Misc Vendor UPI/Misc Vendor,2067.24,7.634453283053164,Upi,Debit,Other
LIC Auto Debit LIC Insurance Premium,8380.51,9.03378336817448,Auto Debit,Debit,Insurance
Indian Oil UPI/Indian Oil,3501.41,8.16120658194954,Upi,Debit,Fuel
Ace Hardware India POS Purchase Ace Hardware India,1372.08,7.224811670640096,Credit Card,Debit,Miscellaneous
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,5095.65,8.536338740138468,Auto Debit,Debit,Bills
Chaayos UPI/Paytm/Chaayos,800.34,6.686285326419936,Upi,Debit,Food
Municipal Water Department Net Banking Payment Municipal Water Department,1365.34,7.219890911063163,Net Banking,Debit,Bills
Zomato UPI/Paytm/Zomato,811.42,6.700017447817776,Upi,Debit,Food
House Rent Payment NEFT Rent Payment,35931.76,10.489404693188536,Neft,Debit,Rent
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,730.89,6.595630229445115,Auto Debit,Debit,Bills
Myntra POS Purchase Myntra,288.0,5.666426688112432,Credit Card,Debit,Shopping
House Rent Payment IMPS Rent Payment,34723.26,10.455193857100301,Imps,Debit,Rent
Municipal Water Department Net Banking Payment Municipal Water Department,6907.28,8.840475971160833,Net Banking,Debit,Bills
Nature's Basket UPI/DR/586909856/Nature's Basket,526.17,6.2675230771685735,Upi,Debit,Groceries
Zepto UPI/DR/204922732/Zepto,2238.82,7.71415078447742,Upi,Debit,Groceries
Local Wine & Beer Shop Debit Card Local Wine & Beer Shop,931.02,6.837354273682813,Debit Card,Debit,Food
BigBasket UPI/DR/675132064/BigBasket,658.14,6.490935955035267,Upi,Debit,Groceries
Swiggy UPI/Paytm/Swiggy,535.56,6.285178391791482,Upi,Debit,Food
Faasos UPI/Paytm/Faasos,2304.44,7.743026826584624,Upi,Debit,Food
Starbucks India POS Purchase Starbucks India,1050.82,6.958277275996328,Credit Card,Debit,Food
BigBasket UPI/DR/837733572/BigBasket,675.16,6.516429734427692,Upi,Debit,Groceries
Fruit Vendor UPI/Fruit Vendor,167.54,5.1271731103442075,Upi,Debit,Other
Employer Salary Credit NEFT Salary Credit,45843.78,10.733016621693995,Neft,Credit,Salary
HDFC Ergo Net Banking Payment HDFC Ergo Insurance Premium,7998.52,8.9871368188619,Net Banking,Debit,Insurance
Third Wave Coffee UPI/Paytm/Third Wave Coffee,278.8,5.634075062231381,Upi,Debit,Food
House Rent Payment NEFT Rent Payment,36701.32,10.510595247303517,Neft,Debit,Rent
Netflix Auto Debit Netflix Subscription,202.56,5.315960801720632,Auto Debit,Debit,Subscription
Airtel Auto Debit Airtel,940.37,6.847336261027779,Auto Debit,Debit,Bills
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,858.03,6.7558038457050325,Auto Debit,Debit,Bills
Cafe Coffee Day UPI/Paytm/Cafe Coffee Day,1130.63,7.0314143502106745,Upi,Debit,Food
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,1420.08,7.259172424893828,Auto Debit,Debit,Bills
Airtel UPI/Airtel,2746.01,7.918268326423559,Upi,Debit,Bills
Domino's India POS Purchase Domino's India,116.0,4.762173934797756,Credit Card,Debit,Food
BEST Net Banking Payment BEST,1100.32,7.004264739361944,Net Banking,Debit,Bills
Blinkit Debit Card Blinkit,2629.42,7.874898808239281,Debit Card,Debit,Groceries
Jio Net Banking Payment Jio,250.6,5.527840524826286,Net Banking,Debit,Bills
HPCL UPI/HPCL,3439.84,8.143470906605396,Upi,Debit,Fuel
Airtel Auto Debit Airtel,2107.08,7.653532859605281,Auto Debit,Debit,Bills
Bharat Gas Auto Debit Bharat Gas,187.0,5.236441962829949,Auto Debit,Debit,Bills
Local Wine & Beer Shop UPI/Paytm/Local Wine & Beer Shop,116.0,4.762173934797756,Upi,Debit,Food
DMart Debit Card DMart,1261.11,7.140540202535628,Debit Card,Debit,Groceries
BEST Auto Debit BEST,1570.57,7.359830398675437,Auto Debit,Debit,Bills
Nature's Basket UPI/DR/140507249/Nature's Basket,629.93,6.447194921363696,Upi,Debit,Groceries
Naturals Salon Debit Card Naturals Salon,3768.86,8.234793144474011,Debit Card,Debit,Miscellaneous
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,187.0,5.236441962829949,Auto Debit,Debit,Bills
Domino's India UPI/Paytm/Domino's India,564.62,6.337922474636114,Upi,Debit,Food
HPCL Debit Card HPCL,4489.62,8.409746055836012,Debit Card,Debit,Fuel
ICICI Lombard Auto Debit ICICI Lombard Insurance Premium,8953.06,9.099862339694251,Auto Debit,Debit,Insurance
BEST UPI/BEST,2867.93,7.961694416938503,Upi,Debit,Bills
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,6875.5,8.835865080554763,Net Banking,Debit,Bills
KFC India Debit Card KFC India,130.03,4.875426304616494,Debit Card,Debit,Food
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,3370.65,8.123157517767787,Auto Debit,Debit,Bills
EatClub POS Purchase EatClub,1019.6,6.928145968629871,Credit Card,Debit,Food
HP Gas Net Banking Payment HP Gas,3987.61,8.291198078261342,Net Banking,Debit,Bills
Cafe Coffee Day UPI/Paytm/Cafe Coffee Day,742.29,6.611086278122653,Upi,Debit,Food
Netflix UPI/Netflix,245.93,5.509104895652662,Upi,Debit,Subscription
McDonald's India Debit Card McDonald's India,455.27,6.123084739552387,Debit Card,Debit,Food
Blinkit Debit Card Blinkit,962.59,6.870665892936763,Debit Card,Debit,Groceries
Jio Auto Debit Jio,838.21,6.732460973121673,Auto Debit,Debit,Bills
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,1154.94,7.052669144771123,Auto Debit,Debit,Bills
Home Depot India UPI/Home Depot India,1439.87,7.273002376801509,Upi,Debit,Miscellaneous
Reliance Fresh Debit Card Reliance Fresh,642.17,6.4664090749859495,Debit Card,Debit,Groceries
Airtel Net Banking Payment Airtel,1188.37,7.081179034152981,Net Banking,Debit,Bills
HPCL UPI/HPCL,4577.46,8.429117976023875,Upi,Debit,Fuel
HP Gas Net Banking Payment HP Gas,187.0,5.236441962829949,Net Banking,Debit,Bills
Indian Oil UPI/Indian Oil,3918.36,8.273683654149155,Upi,Debit,Fuel
Burger King UPI/Paytm/Burger King,116.0,4.762173934797756,Upi,Debit,Food
Blinkit Debit Card Blinkit,301.11,5.710791189466759,Debit Card,Debit,Groceries
Bakery UPI/Bakery,150.62,5.021377390628158,Upi,Debit,Other
Rapido Debit Card Rapido,881.0,6.782192056006791,Debit Card,Debit,Miscellaneous
BookMyShow Debit Card BookMyShow,437.94,6.084362729474712,Debit Card,Debit,Entertainment
Bajaj Allianz Auto Debit Bajaj Allianz Insurance Premium,8075.36,8.996696554962256,Auto Debit,Debit,Insurance
HPCL UPI/HPCL,2777.16,7.929544117048107,Upi,Debit,Fuel
Flipkart POS Purchase Flipkart,288.0,5.666426688112432,Credit Card,Debit,Shopping
Tea Stall UPI/Tea Stall,147.88,5.003140612333995,Upi,Debit,Other
Indian Oil Debit Card Indian Oil,3195.47,8.069802354897606,Debit Card,Debit,Fuel
EatClub UPI/Paytm/EatClub,383.91,5.953009540726433,Upi,Debit,Food
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,12214.53,9.410463372026035,Net Banking,Debit,Bills
Cafe Coffee Day Debit Card Cafe Coffee Day,759.47,6.63393666318951,Debit Card,Debit,Food
Zomato UPI/Paytm/Zomato,116.0,4.762173934797756,Upi,Debit,Food
Faasos UPI/Paytm/Faasos,353.87,5.871751525225755,Upi,Debit,Food
Municipal Water Department UPI/Municipal Water Department,1106.87,7.010194531903844,Upi,Debit,Bills
Zomato POS Purchase Zomato,116.0,4.762173934797756,Credit Card,Debit,Food
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,785.88,6.668075759027828,Net Banking,Debit,Bills
Jio Fiber Auto Debit Jio Fiber,1315.09,7.182420498604588,Auto Debit,Debit,Bills
Tea Stall UPI/Tea Stall,69.16,4.250778348063927,Upi,Debit,Other
Cafe Coffee Day UPI/Paytm/Cafe Coffee Day,1398.82,7.244098935908764,Upi,Debit,Food
Starbucks India Debit Card Starbucks India,145.02,4.98374359862794,Debit Card,Debit,Food
Ajio POS Purchase Ajio,4036.78,8.303450314971524,Credit Card,Debit,Shopping
Zepto UPI/DR/286669820/Zepto,779.4,6.659806608748956,Upi,Debit,Groceries
Employer Salary Credit NEFT Salary Credit,41362.59,10.630156304254967,Neft,Credit,Salary
BSNL Auto Debit BSNL,3090.63,8.036453738898922,Auto Debit,Debit,Bills
Misc Vendor Debit Card Misc Vendor,69.39,4.25405120762004,Debit Card,Debit,Other
DMart UPI/DR/126527569/DMart,397.61,5.987983495271326,Upi,Debit,Groceries
Naturals Salon Debit Card Naturals Salon,60.34,4.116432158686106,Debit Card,Debit,Miscellaneous
Jio UPI/Jio,187.0,5.236441962829949,Upi,Debit,Bills
Municipal Water Department Net Banking Payment Municipal Water Department,1290.54,7.163590583794569,Net Banking,Debit,Bills
Jio Auto Debit Jio,8783.69,9.08076571257684,Auto Debit,Debit,Bills
House Rent Payment NEFT Rent Payment,43127.43,10.671937687402707,Neft,Debit,Rent
Tata Power Net Banking Payment Tata Power,536.09,6.286165678231291,Net Banking,Debit,Bills
Amazon Prime Auto Debit Amazon Prime Subscription,468.43,6.151519192750903,Auto Debit,Debit,Subscription
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,12749.75,9.453345372385948,Net Banking,Debit,Bills
Tata Power Net Banking Payment Tata Power,6331.71,8.753483543584167,Net Banking,Debit,Bills
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,587.17,6.377016021759011,Auto Debit,Debit,Bills
Cafe Coffee Day Debit Card Cafe Coffee Day,740.56,6.608756075364392,Debit Card,Debit,Food
Nykaa UPI Payment Nykaa,288.0,5.666426688112432,Upi,Debit,Shopping
Indian Oil Debit Card Indian Oil,2791.73,7.934774891025261,Debit Card,Debit,Fuel
HPCL Debit Card HPCL,3259.65,8.089681840988973,Debit Card,Debit,Fuel
BPCL UPI/BPCL,3061.18,8.026882359597625,Upi,Debit,Fuel
Social Debit Card Social,555.29,6.321289741007401,Debit Card,Debit,Food
BEST Auto Debit BEST,1575.23,7.362791198856046,Auto Debit,Debit,Bills
Faasos POS Purchase Faasos,116.0,4.762173934797756,Credit Card,Debit,Food
Chaayos Debit Card Chaayos,641.34,6.46511775851959,Debit Card,Debit,Food
HPCL UPI/HPCL,2391.37,7.780039785382701,Upi,Debit,Fuel
Spotify Auto Debit Spotify Subscription,627.48,6.443304205726046,Auto Debit,Debit,Subscription
Third Wave Coffee UPI/Paytm/Third Wave Coffee,825.39,6.717066817054577,Upi,Debit,Food
BSNL Auto Debit BSNL,490.4,6.197258460087078,Auto Debit,Debit,Bills
Swiggy Debit Card Swiggy,1111.53,7.014391979968946,Debit Card,Debit,Food
BigBasket UPI/DR/807499502/BigBasket,736.06,6.602669300001818,Upi,Debit,Groceries
Nykaa POS Purchase Nykaa,288.0,5.666426688112432,Credit Card,Debit,Shopping
KFC India UPI/Paytm/KFC India,497.59,6.21178411473109,Upi,Debit,Food
Lakme Salon POS Purchase Lakme Salon,1086.31,6.991462035055129,Credit Card,Debit,Miscellaneous
Indian Oil UPI/Indian Oil,2941.09,7.986875492127873,Upi,Debit,Fuel
Tata Play Auto Debit Tata Play Subscription,328.21,5.79669584501227,Auto Debit,Debit,Subscription
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,376.19,5.932749039273199,Net Banking,Debit,Bills
Employer Salary Credit NEFT Salary Credit,55535.43,10.924794480797033,Neft,Credit,Salary
Airtel Auto Debit Airtel,1029.24,6.937547063789873,Auto Debit,Debit,Bills
Airtel Net Banking Payment Airtel,1956.61,7.579479620411287,Net Banking,Debit,Bills
HPCL Debit Card HPCL,2652.67,7.883698866543282,Debit Card,Debit,Fuel
Spotify Auto Debit Spotify Subscription,754.89,6.6278958629474936,Auto Debit,Debit,Subscription
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,1058.94,6.965967581730474,Auto Debit,Debit,Bills
Misc Vendor UPI/Misc Vendor,1752.62,7.469437501798148,Upi,Debit,Other
Municipal Water Department Auto Debit Municipal Water Department,1404.76,7.248333360787415,Auto Debit,Debit,Bills
Bakery Debit Card Bakery,339.67,5.830914266783482,Debit Card,Debit,Other
Starbucks India UPI/Paytm/Starbucks India,116.0,4.762173934797756,Upi,Debit,Food
Cafe Coffee Day UPI/Paytm/Cafe Coffee Day,684.17,6.529666982654341,Upi,Debit,Food
Municipal Water Department Net Banking Payment Municipal Water Department,9894.69,9.199854587793464,Net Banking,Debit,Bills
Misc Vendor UPI/Misc Vendor,1768.51,7.47845795108348,Upi,Debit,Other
Employer Salary Credit NEFT Salary Credit,41585.43,10.635529191110857,Neft,Credit,Salary
Third Wave Coffee UPI/Paytm/Third Wave Coffee,187.09,5.236920571682713,Upi,Debit,Food
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,4119.21,8.323659411918388,Auto Debit,Debit,Bills
Municipal Water Department Auto Debit Municipal Water Department,1233.33,7.118283591728759,Auto Debit,Debit,Bills
Bharat Gas UPI/Bharat Gas,3393.14,8.12980569420685,Upi,Debit,Bills
HPCL UPI/HPCL,3117.55,8.045123429187012,Upi,Debit,Fuel
Airtel Auto Debit Airtel,5941.61,8.689903709790835,Auto Debit,Debit,Bills
Third Wave Coffee POS Purchase Third Wave Coffee,817.22,6.707131249097798,Credit Card,Debit,Food
Misc Vendor UPI/Misc Vendor,2411.64,7.788476862617485,Upi,Debit,Other
Credit Card Bill Payment UPI/Credit Card Bill Payment,4408.55,8.391527922418048,Upi,Debit,Bills
Barbeque Nation UPI/Paytm/Barbeque Nation,147.38,4.999776550761379,Upi,Debit,Food
BPCL Cash Withdrawal ATM,2407.53,7.786771881878107,Cash Withdrawal,Debit,Fuel
Burger King UPI/Paytm/Burger King,1932.25,7.566957803489145,Upi,Debit,Food
House Rent Payment NEFT Rent Payment,37016.08,10.519134706733501,Neft,Debit,Rent
Employer Salary Credit NEFT Salary Credit,42818.28,10.664743747429677,Neft,Credit,Salary
Flower Shop Cash Withdrawal ATM,388.21,5.964119043712501,Cash Withdrawal,Debit,Other
Ace Hardware India Debit Card Ace Hardware India,74.56,4.324927042633309,Debit Card,Debit,Miscellaneous
Reliance Fresh Debit Card Reliance Fresh,677.86,6.520414920732519,Debit Card,Debit,Groceries
BigBasket POS Purchase BigBasket,604.98,6.406846982224364,Credit Card,Debit,Groceries
KFC India UPI/Paytm/KFC India,536.55,6.287021778931237,Upi,Debit,Food
KFC India UPI/Paytm/KFC India,116.0,4.762173934797756,Upi,Debit,Food
Zepto UPI/DR/661677752/Zepto,300.0,5.707110264748875,Upi,Debit,Groceries
Third Wave Coffee Debit Card Third Wave Coffee,116.0,4.762173934797756,Debit Card,Debit,Food
Indian Oil UPI/Indian Oil,2820.14,7.944896337562142,Upi,Debit,Fuel
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,5459.32,8.605262675080173,Auto Debit,Debit,Bills
HPCL UPI/HPCL,2275.23,7.730275844622108,Upi,Debit,Fuel
Reliance Fresh Debit Card Reliance Fresh,1823.21,7.5089022955860925,Debit Card,Debit,Groceries
Zepto Debit Card Zepto,1561.95,7.354330340146517,Debit Card,Debit,Groceries
Airtel Net Banking Payment Airtel,1357.61,7.2142173972482935,Net Banking,Debit,Bills
Ajio POS Purchase Ajio,12498.14,9.433415120923565,Credit Card,Debit,Shopping
Starbucks India UPI/Paytm/Starbucks India,956.71,6.864545018156259,Upi,Debit,Food
ICICI Lombard Auto Debit ICICI Lombard Insurance Premium,8081.03,8.997398357584016,Auto Debit,Debit,Insurance
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,981.71,6.8903140613621945,Auto Debit,Debit,Bills
McDonald's India POS Purchase McDonald's India,404.31,6.0046522064115555,Credit Card,Debit,Food
Unknown Merchant UPI/Unknown Merchant,1008.58,6.917289681765058,Upi,Debit,Other
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,4206.6,8.344647692865118,Auto Debit,Debit,Bills
Flipkart UPI Payment Flipkart,288.0,5.666426688112432,Upi,Debit,Shopping
House Rent Payment IMPS Rent Payment,46267.12,10.742208449997127,Imps,Debit,Rent
Credit Card Bill Payment UPI/Credit Card Bill Payment,529.13,6.273122259488074,Upi,Debit,Bills
IRCTC UPI/IRCTC,503.25,6.223072176834322,Upi,Debit,Miscellaneous
Nature's Basket UPI/DR/177438788/Nature's Basket,613.49,6.420792655480674,Upi,Debit,Groceries
EatClub Debit Card EatClub,547.34,6.306895532512165,Debit Card,Debit,Food
Adani Electricity Auto Debit Adani Electricity,2768.35,7.926367914605402,Auto Debit,Debit,Bills
Netflix Auto Debit Netflix Subscription,149.0,5.0106352940962555,Auto Debit,Debit,Subscription
Jio Auto Debit Jio,920.0,6.825460036255307,Auto Debit,Debit,Bills
Bharat Gas Auto Debit Bharat Gas,1895.07,7.54753860196467,Auto Debit,Debit,Bills
Zomato Debit Card Zomato,427.85,6.0611072074364305,Debit Card,Debit,Food
Zomato UPI/Paytm/Zomato,501.28,6.219157733120763,Upi,Debit,Food
BookMyShow UPI Payment BookMyShow,223.08,5.412003130951853,Upi,Debit,Entertainment
Flipkart POS Purchase Flipkart,288.0,5.666426688112432,Credit Card,Debit,Shopping
Indian Oil Debit Card Indian Oil,2784.52,7.932189849474584,Debit Card,Debit,Fuel
Airtel Net Banking Payment Airtel,491.67,6.199839578717014,Net Banking,Debit,Bills
Indane Gas Auto Debit Indane Gas,1103.56,7.007202344607897,Auto Debit,Debit,Bills
Nature's Basket UPI/DR/224328383/Nature's Basket,921.02,6.826566915295296,Upi,Debit,Groceries
McDonald's India UPI/Paytm/McDonald's India,799.79,6.685598740410554,Upi,Debit,Food
Ola Cash Withdrawal ATM,1126.18,7.027474217346861,Cash Withdrawal,Debit,Miscellaneous
Local Services UPI/Local Services,2468.49,7.8117669305697675,Upi,Debit,Other
Chaayos UPI/Paytm/Chaayos,116.0,4.762173934797756,Upi,Debit,Food
Burger King UPI/Paytm/Burger King,198.81,5.2973669150120415,Upi,Debit,Food
BigBasket Debit Card BigBasket,605.32,6.407407899503774,Debit Card,Debit,Groceries
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,1910.61,7.555701097910241,Auto Debit,Debit,Bills
McDonald's India UPI/Paytm/McDonald's India,460.43,6.134330363131829,Upi,Debit,Food
KFC India UPI/Paytm/KFC India,230.27,5.44358585913928,Upi,Debit,Food
Blinkit Debit Card Blinkit,782.05,6.663196550912443,Debit Card,Debit,Groceries
DMart UPI/DR/338642889/DMart,516.94,6.249859405434827,Upi,Debit,Groceries
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,2553.24,7.845510002420315,Net Banking,Debit,Bills
Reliance Fresh POS Purchase Reliance Fresh,724.47,6.5868197206767185,Credit Card,Debit,Groceries
Spotify Auto Debit Spotify Subscription,149.0,5.0106352940962555,Auto Debit,Debit,Subscription
Indane Gas Auto Debit Indane Gas,2533.4,7.837712201620107,Auto Debit,Debit,Bills
Jio Auto Debit Jio,1349.59,7.208296812996642,Auto Debit,Debit,Bills
BEST Net Banking Payment BEST,814.83,6.70420599992637,Net Banking,Debit,Bills
Bharat Gas Auto Debit Bharat Gas,599.75,6.398178874616578,Auto Debit,Debit,Bills
Jio Fiber Net Banking Payment Jio Fiber,6735.91,8.81535664180953,Net Banking,Debit,Bills
BEST Auto Debit BEST,453.36,6.118889835363221,Auto Debit,Debit,Bills
Ola Debit Card Ola,353.46,5.870595504626993,Debit Card,Debit,Miscellaneous
Bakery Debit Card Bakery,200.0,5.303304908059076,Debit Card,Debit,Other
Airtel Auto Debit Airtel,2358.51,7.766209249343517,Auto Debit,Debit,Bills
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,2174.78,7.68514249992341,Auto Debit,Debit,Bills
BigBasket UPI/DR/336079027/BigBasket,385.47,5.957054245351267,Upi,Debit,Groceries
Netflix Auto Debit Netflix Subscription,149.0,5.0106352940962555,Auto Debit,Debit,Subscription
ICICI Lombard Net Banking Payment ICICI Lombard Insurance Premium,8656.61,9.066193981942323,Net Banking,Debit,Insurance
DMart UPI/DR/348839570/DMart,956.79,6.86462854726098,Upi,Debit,Groceries
Airtel UPI/Airtel,2775.24,7.9288527732210605,Upi,Debit,Bills
Toit Brewpub UPI/Paytm/Toit Brewpub,159.72,5.079663720506679,Upi,Debit,Food
BookMyShow UPI Payment BookMyShow,301.35,5.711585286719222,Upi,Debit,Entertainment
Indian Oil Cash Withdrawal ATM,3113.54,8.043836747764722,Cash Withdrawal,Debit,Fuel
Nature's Basket UPI/DR/526656677/Nature's Basket,648.18,6.475710028018628,Upi,Debit,Groceries
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,640.01,6.463045057423007,Auto Debit,Debit,Bills
HPCL UPI/HPCL,2463.25,7.809642780545548,Upi,Debit,Fuel
Myntra UPI Payment Myntra,921.03,6.8265777609882,Upi,Debit,Shopping
House Rent Payment NEFT Rent Payment,42117.09,10.648232618591042,Neft,Debit,Rent
Toit Brewpub Debit Card Toit Brewpub,2474.76,7.814302698573301,Debit Card,Debit,Food
Amazon India POS Purchase Amazon India,3854.44,8.25724041696803,Credit Card,Debit,Shopping
Spotify Auto Debit Spotify Subscription,149.0,5.0106352940962555,Auto Debit,Debit,Subscription
BSNL Auto Debit BSNL,527.05,6.269190976192483,Auto Debit,Debit,Bills
Municipal Water Department Auto Debit Municipal Water Department,2815.32,7.943186347185447,Auto Debit,Debit,Bills
Swiggy Debit Card Swiggy,1489.87,7.307115121157986,Debit Card,Debit,Food
Municipal Water Department Net Banking Payment Municipal Water Department,11583.88,9.35745607859099,Net Banking,Debit,Bills
Cafe Coffee Day UPI/Paytm/Cafe Coffee Day,379.17,5.940618521102067,Upi,Debit,Food
Burger King UPI/Paytm/Burger King,116.0,4.762173934797756,Upi,Debit,Food
Indian Oil Debit Card Indian Oil,1662.31,7.416564871922948,Debit Card,Debit,Fuel
Tea Stall UPI/Tea Stall,33.31,3.5354368568703585,Upi,Debit,Other
Credit Card Bill Payment UPI/Credit Card Bill Payment,481.36,6.178690723235392,Upi,Debit,Bills
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,2449.17,7.803912688886656,Auto Debit,Debit,Bills
PharmEasy Cash Withdrawal ATM,4126.45,8.325415061850528,Cash Withdrawal,Debit,Miscellaneous
Nature's Basket Debit Card Nature's Basket,858.41,6.75624610729833,Debit Card,Debit,Groceries
Credit Card Bill Payment UPI/Credit Card Bill Payment,770.88,6.648829097528155,Upi,Debit,Bills
Employer Salary Credit NEFT Salary Credit,52762.45,10.873573995140697,Neft,Credit,Salary
BPCL UPI/BPCL,2129.03,7.663891343111327,Upi,Debit,Fuel
Amazon India UPI Payment Amazon India,2426.73,7.794711943360003,Upi,Debit,Shopping
Employer Salary Credit NEFT Salary Credit,40113.86,10.59950211821532,Neft,Credit,Salary
BookMyShow POS Purchase BookMyShow,243.45,5.499010789024655,Credit Card,Debit,Entertainment
Zomato POS Purchase Zomato,1852.79,7.524987471102013,Credit Card,Debit,Food
Fruit Vendor UPI/Fruit Vendor,179.05,5.193234590094884,Upi,Debit,Other
BEST Auto Debit BEST,2729.42,7.912210722499745,Auto Debit,Debit,Bills
Misc Vendor UPI/Misc Vendor,931.62,6.837997829565674,Upi,Debit,Other
Zepto UPI/DR/898509546/Zepto,722.61,6.584252573215587,Upi,Debit,Groceries
Indane Gas Auto Debit Indane Gas,5950.44,8.691388486065055,Auto Debit,Debit,Bills
Local Wine & Beer Shop UPI/Paytm/Local Wine & Beer Shop,368.13,5.911148885519248,Upi,Debit,Food
The Beer Cafe UPI/Paytm/The Beer Cafe,729.52,6.593756609323841,Upi,Debit,Food
Bharat Gas Auto Debit Bharat Gas,1695.08,7.436074985050708,Auto Debit,Debit,Bills
Zepto UPI/DR/429730298/Zepto,300.0,5.707110264748875,Upi,Debit,Groceries
Disney+ Hotstar Auto Debit Disney+ Hotstar Subscription,371.65,5.9206396413277025,Auto Debit,Debit,Subscription
Adani Electricity Auto Debit Adani Electricity,187.44,5.23877965383184,Auto Debit,Debit,Bills
Airtel Auto Debit Airtel,3244.95,8.085163344382272,Auto Debit,Debit,Bills
Tata Power Auto Debit Tata Power,2135.37,7.6668634060528476,Auto Debit,Debit,Bills
House Rent Payment IMPS Rent Payment,37725.87,10.538127851658695,Imps,Debit,Rent
Airtel UPI/Airtel,1462.29,7.288442604206376,Upi,Debit,Bills
Jio Net Banking Payment Jio,6153.99,8.725018413921864,Net Banking,Debit,Bills
BEST Net Banking Payment BEST,3254.55,8.088116511182841,Net Banking,Debit,Bills
BigBasket UPI/DR/999222522/BigBasket,1357.4,7.2140628155570825,Upi,Debit,Groceries
Airtel Auto Debit Airtel,3091.75,8.03681594174294,Auto Debit,Debit,Bills
Laundry UPI/Laundry,168.05,5.130194529153895,Upi,Debit,Other
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,2149.78,7.67358584602675,Auto Debit,Debit,Bills
Indane Gas UPI/Indane Gas,2790.15,7.934208976269869,Upi,Debit,Bills
KFC India UPI/Paytm/KFC India,143.06,4.9702298794612165,Upi,Debit,Food
Domino's India Debit Card Domino's India,253.82,5.540557413553235,Debit Card,Debit,Food
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,5572.09,8.625704936730363,Net Banking,Debit,Bills
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,5256.29,8.567370963840455,Net Banking,Debit,Bills
House Rent Payment NEFT Rent Payment,47421.89,10.766860302511391,Neft,Debit,Rent
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,2000.2,7.60150227961405,Auto Debit,Debit,Bills
Unknown Merchant UPI/Unknown Merchant,952.34,6.859971608128331,Upi,Debit,Other
Zomato UPI/Paytm/Zomato,116.0,4.762173934797756,Upi,Debit,Food
Naturals Salon Debit Card Naturals Salon,1053.32,6.960651288335634,Debit Card,Debit,Miscellaneous
Street Vendor UPI/Street Vendor,164.41,5.10842724025413,Upi,Debit,Other
Barbeque Nation UPI/Paytm/Barbeque Nation,259.51,5.562641248172563,Upi,Debit,Food
Burger King Debit Card Burger King,152.15,5.031417833278784,Debit Card,Debit,Food
Nature's Basket Debit Card Nature's Basket,300.0,5.707110264748875,Debit Card,Debit,Groceries
Local Services UPI/Local Services,1715.8,7.448217371876434,Upi,Debit,Other
Zepto UPI/DR/501483027/Zepto,1176.57,7.0712082721066265,Upi,Debit,Groceries
BookMyShow UPI Payment BookMyShow,258.09,5.55717549168624,Upi,Debit,Entertainment
Jio Auto Debit Jio,4214.62,8.346551953331666,Auto Debit,Debit,Bills
McDonald's India Debit Card McDonald's India,531.96,6.27844637444537,Debit Card,Debit,Food
Ola UPI/Ola,2116.02,7.657764718421368,Upi,Debit,Miscellaneous
Airtel Auto Debit Airtel,1782.67,7.486428318451017,Auto Debit,Debit,Bills
Flipkart POS Purchase Flipkart,5876.53,8.678891884612172,Credit Card,Debit,Shopping
Uber POS Purchase Uber,945.12,6.852369410901402,Credit Card,Debit,Miscellaneous
