transaction_id,transaction_date,transaction_time,merchant,description,amount,currency,payment_method,transaction_type,category,city,state,country,day,week,month,weekend,month_end,salary_week,festival_season,transaction_text,transaction_text_length,amount_log,amount_bucket
TXN003587,2018-11-28,1900-01-01 11:10:32,Flower Shop,UPI/Flower Shop,209.63,INR,Upi,Debit,Other,Bengaluru,Karnataka,India,28,48,11,0,0,1,1,Flower Shop UPI/Flower Shop,27,5.3501030396972675,Small
TXN003588,2018-11-28,1900-01-01 12:02:12,Indian Oil,Debit Card Indian Oil,3105.63,INR,Debit Card,Debit,Fuel,Indore,Madhya Pradesh,India,28,48,11,0,0,1,1,Indian Oil Debit Card Indian Oil,32,8.04129381636677,Large
TXN003589,2018-11-29,1900-01-01 12:19:31,Bharat Gas,Auto Debit Bharat Gas,1943.03,INR,Auto Debit,Debit,Bills,Bengaluru,Karnataka,India,29,48,11,0,0,1,1,Bharat Gas Auto Debit Bharat Gas,32,7.572518417000076,Medium
TXN003590,2018-11-29,1900-01-01 12:39:03,BigBasket,UPI/DR/790844104/BigBasket,1083.32,INR,Upi,Debit,Groceries,Bengaluru,Karnataka,India,29,48,11,0,0,1,1,BigBasket UPI/DR/790844104/BigBasket,36,6.988708341387802,Medium
TXN003591,2018-11-29,1900-01-01 19:02:02,Reliance Fresh,POS Purchase Reliance Fresh,983.7,INR,Credit Card,Debit,Groceries,Hyderabad,Telangana,India,29,48,11,0,0,1,1,Reliance Fresh POS Purchase Reliance Fresh,42,6.892337026253756,Medium
TXN003592,2018-11-30,1900-01-01 12:23:10,Street Vendor,Cash Withdrawal ATM,229.69,INR,Cash Withdrawal,Debit,Other,Mumbai,Maharashtra,India,30,48,11,0,1,1,1,Street Vendor Cash Withdrawal ATM,33,5.441074817902994,Small
TXN003593,2018-11-30,1900-01-01 14:20:38,Zepto,Debit Card Zepto,812.88,INR,Debit Card,Debit,Groceries,Bengaluru,Karnataka,India,30,48,11,0,1,1,1,Zepto Debit Card Zepto,22,6.701812934987702,Medium
TXN003594,2018-12-01,1900-01-01 00:22:56,Tea Stall,UPI/Tea Stall,49.78,INR,Upi,Debit,Other,Nagpur,Maharashtra,India,1,48,12,1,0,1,1,Tea Stall UPI/Tea Stall,23,3.9275025762765323,Small
TXN003595,2018-12-01,1900-01-01 09:18:59,House Rent Payment,IMPS Rent Payment,7542.54,INR,Imps,Debit,Rent,Delhi,Delhi,India,1,48,12,1,0,1,1,House Rent Payment IMPS Rent Payment,36,8.92844684684445,Large
TXN003596,2018-12-01,1900-01-01 10:37:35,Jio,Auto Debit Jio,741.34,INR,Auto Debit,Debit,Bills,Surat,Gujarat,India,1,48,12,1,0,1,1,Jio Auto Debit Jio,18,6.609807359240445,Medium
TXN003597,2018-12-01,1900-01-01 12:54:21,Burger King,Debit Card Burger King,240.51,INR,Debit Card,Debit,Food,Hyderabad,Telangana,India,1,48,12,1,0,1,1,Burger King Debit Card Burger King,34,5.48691088010284,Small
TXN003598,2018-12-01,1900-01-01 13:35:12,Airtel,Net Banking Payment Airtel,1408.91,INR,Net Banking,Debit,Bills,Mumbai,Maharashtra,India,1,48,12,1,0,1,1,Airtel Net Banking Payment Airtel,33,7.251281151547772,Medium
TXN003599,2018-12-01,1900-01-01 18:52:05,DMart,UPI/DR/748758323/DMart,810.77,INR,Upi,Debit,Groceries,Delhi,Delhi,India,1,48,12,1,0,1,1,DMart UPI/DR/748758323/DMart,28,6.699217048806944,Medium
TXN003600,2018-12-02,1900-01-01 10:44:23,BSNL,Auto Debit BSNL,1106.25,INR,Auto Debit,Debit,Bills,Surat,Gujarat,India,2,48,12,1,0,1,1,BSNL Auto Debit BSNL,20,7.009634742803308,Medium
TXN003601,2018-12-02,1900-01-01 11:50:25,McDonald's India,Debit Card McDonald's India,116.0,INR,Debit Card,Debit,Food,Noida,Uttar Pradesh,India,2,48,12,1,0,1,1,McDonald's India Debit Card McDonald's India,44,4.762173934797756,Small
TXN003602,2018-12-02,1900-01-01 17:13:53,Chaayos,POS Purchase Chaayos,517.83,INR,Credit Card,Debit,Food,Kochi,Kerala,India,2,48,12,1,0,1,1,Chaayos POS Purchase Chaayos,28,6.251576276522179,Small
TXN003603,2018-12-03,1900-01-01 12:01:55,Bajaj Allianz,Auto Debit Bajaj Allianz Insurance Premium,7990.0,INR,Auto Debit,Debit,Insurance,Delhi,Delhi,India,3,49,12,0,0,0,1,Bajaj Allianz Auto Debit Bajaj Allianz Insurance Premium,56,8.986071187374463,Large
TXN003604,2018-12-03,1900-01-01 12:49:19,Rapido,Debit Card Rapido,2812.02,INR,Debit Card,Debit,Miscellaneous,Lucknow,Uttar Pradesh,India,3,49,12,0,0,0,1,Rapido Debit Card Rapido,24,7.94201391831172,Large
TXN003605,2018-12-03,1900-01-01 12:57:32,Social,UPI/Paytm/Social,116.0,INR,Upi,Debit,Food,Chennai,Tamil Nadu,India,3,49,12,0,0,0,1,Social UPI/Paytm/Social,23,4.762173934797756,Small
TXN003606,2018-12-03,1900-01-01 13:18:48,Blinkit,Debit Card Blinkit,300.0,INR,Debit Card,Debit,Groceries,Kolkata,West Bengal,India,3,49,12,0,0,0,1,Blinkit Debit Card Blinkit,26,5.707110264748875,Small
TXN003607,2018-12-03,1900-01-01 17:27:25,Rapido,POS Purchase Rapido,4321.59,INR,Credit Card,Debit,Miscellaneous,Pune,Maharashtra,India,3,49,12,0,0,0,1,Rapido POS Purchase Rapido,26,8.371610038624665,Large
TXN003608,2018-12-03,1900-01-01 18:48:31,Blinkit,UPI/DR/358655621/Blinkit,857.23,INR,Upi,Debit,Groceries,Lucknow,Uttar Pradesh,India,3,49,12,0,0,0,1,Blinkit UPI/DR/358655621/Blinkit,32,6.754872128832953,Medium
TXN003609,2018-12-03,1900-01-01 19:52:42,Swiggy,UPI/Paytm/Swiggy,341.85,INR,Upi,Debit,Food,Bengaluru,Karnataka,India,3,49,12,0,0,0,1,Swiggy UPI/Paytm/Swiggy,23,5.837293033730374,Small
TXN003610,2018-12-03,1900-01-01 21:33:36,EatClub,UPI/Paytm/EatClub,2611.07,INR,Upi,Debit,Food,Bengaluru,Karnataka,India,3,49,12,0,0,0,1,EatClub UPI/Paytm/EatClub,25,7.867898289424667,Medium
TXN003611,2018-12-04,1900-01-01 00:06:20,Cafe Coffee Day,UPI/Paytm/Cafe Coffee Day,185.54,INR,Upi,Debit,Food,Lucknow,Uttar Pradesh,India,4,49,12,0,0,0,1,Cafe Coffee Day UPI/Paytm/Cafe Coffee Day,41,5.228645693298717,Small
TXN003612,2018-12-04,1900-01-01 06:54:29,Employer Salary Credit,NEFT Salary Credit,53993.7,INR,Neft,Credit,Salary,Chennai,Tamil Nadu,India,4,49,12,0,0,0,1,Employer Salary Credit NEFT Salary Credit,41,10.896641172581418,Large
TXN003613,2018-12-04,1900-01-01 08:55:27,Local Wine & Beer Shop,UPI/Paytm/Local Wine & Beer Shop,116.0,INR,Upi,Debit,Food,Mumbai,Maharashtra,India,4,49,12,0,0,0,1,Local Wine & Beer Shop UPI/Paytm/Local Wine & Beer Shop,55,4.762173934797756,Small
TXN003614,2018-12-04,1900-01-01 10:34:22,Local Wine & Beer Shop,UPI/Paytm/Local Wine & Beer Shop,442.87,INR,Upi,Debit,Food,Delhi,Delhi,India,4,49,12,0,0,0,1,Local Wine & Beer Shop UPI/Paytm/Local Wine & Beer Shop,55,6.095531726767254,Small
TXN003615,2018-12-04,1900-01-01 11:15:27,Credit Card Bill Payment,UPI/Credit Card Bill Payment,782.2,INR,Upi,Debit,Bills,Jaipur,Rajasthan,India,4,49,12,0,0,0,1,Credit Card Bill Payment UPI/Credit Card Bill Payment,53,6.663388091216301,Medium
TXN003616,2018-12-04,1900-01-01 11:43:51,Social,UPI/Paytm/Social,234.97,INR,Upi,Debit,Food,Pune,Maharashtra,India,4,49,12,0,0,0,1,Social UPI/Paytm/Social,23,5.463704678301283,Small
TXN003617,2018-12-04,1900-01-01 12:31:45,Jio,Auto Debit Jio,7454.14,INR,Auto Debit,Debit,Bills,Kolkata,West Bengal,India,4,49,12,0,0,0,1,Jio Auto Debit Jio,18,8.916659006365233,Large
TXN003618,2018-12-04,1900-01-01 18:55:18,Tata Play,Auto Debit Tata Play Subscription,149.0,INR,Auto Debit,Debit,Subscription,Kochi,Kerala,India,4,49,12,0,0,0,1,Tata Play Auto Debit Tata Play Subscription,43,5.0106352940962555,Small
TXN003619,2018-12-04,1900-01-01 21:40:44,BookMyShow,UPI Payment BookMyShow,363.13,INR,Upi,Debit,Entertainment,Lucknow,Uttar Pradesh,India,4,49,12,0,0,0,1,BookMyShow UPI Payment BookMyShow,33,5.897510946733554,Small
TXN003620,2018-12-05,1900-01-01 02:41:11,DMart,UPI/DR/959922040/DMart,1031.74,INR,Upi,Debit,Groceries,Jaipur,Rajasthan,India,5,49,12,0,0,0,1,DMart UPI/DR/959922040/DMart,28,6.939970743344495,Medium
TXN003621,2018-12-05,1900-01-01 08:47:26,Adani Electricity,Net Banking Payment Adani Electricity,6668.1,INR,Net Banking,Debit,Bills,Noida,Uttar Pradesh,India,5,49,12,0,0,0,1,Adani Electricity Net Banking Payment Adani Electricity,55,8.805240197271724,Large
TXN003622,2018-12-05,1900-01-01 09:00:35,HP Gas,Auto Debit HP Gas,5861.25,INR,Auto Debit,Debit,Bills,Kolkata,West Bengal,India,5,49,12,0,0,0,1,HP Gas Auto Debit HP Gas,24,8.676288767922015,Large
TXN003623,2018-12-05,1900-01-01 10:00:04,Tata Play,Auto Debit Tata Play Subscription,152.37,INR,Auto Debit,Debit,Subscription,Hyderabad,Telangana,India,5,49,12,0,0,0,1,Tata Play Auto Debit Tata Play Subscription,43,5.032853302662689,Small
TXN003624,2018-12-05,1900-01-01 10:50:13,Swiggy,UPI/Paytm/Swiggy,116.0,INR,Upi,Debit,Food,Kochi,Kerala,India,5,49,12,0,0,0,1,Swiggy UPI/Paytm/Swiggy,23,4.762173934797756,Small
TXN003625,2018-12-05,1900-01-01 16:42:28,House Rent Payment,IMPS Rent Payment,42382.94,INR,Imps,Debit,Rent,Lucknow,Uttar Pradesh,India,5,49,12,0,0,0,1,House Rent Payment IMPS Rent Payment,36,10.65452479588231,Large
TXN003626,2018-12-05,1900-01-01 19:05:57,Faasos,UPI/Paytm/Faasos,352.93,INR,Upi,Debit,Food,Kochi,Kerala,India,5,49,12,0,0,0,1,Faasos UPI/Paytm/Faasos,23,5.8690991534676265,Small
TXN003627,2018-12-05,1900-01-01 19:56:18,Unknown Merchant,UPI/Unknown Merchant,694.54,INR,Upi,Debit,Other,Mumbai,Maharashtra,India,5,49,12,0,0,0,1,Unknown Merchant UPI/Unknown Merchant,37,6.544688522290589,Medium
TXN003628,2018-12-06,1900-01-01 11:57:45,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,626.15,INR,Auto Debit,Debit,Bills,Chennai,Tamil Nadu,India,6,49,12,0,0,0,1,Credit Card Bill Payment Auto Debit Credit Card Bill Payment,60,6.441185746470683,Small
TXN003629,2018-12-06,1900-01-01 17:10:11,Jio,Net Banking Payment Jio,1500.38,INR,Net Banking,Debit,Bills,Indore,Madhya Pradesh,India,6,49,12,0,0,0,1,Jio Net Banking Payment Jio,27,7.314139964149685,Medium
TXN003630,2018-12-07,1900-01-01 10:07:11,DMart,UPI/DR/958628444/DMart,1234.5,INR,Upi,Debit,Groceries,Hyderabad,Telangana,India,7,49,12,0,0,0,1,DMart UPI/DR/958628444/DMart,28,7.119231025428665,Medium
TXN003631,2018-12-07,1900-01-01 16:58:52,Zepto,UPI/DR/895583423/Zepto,1550.31,INR,Upi,Debit,Groceries,Ahmedabad,Gujarat,India,7,49,12,0,0,0,1,Zepto UPI/DR/895583423/Zepto,28,7.346855014255916,Medium
TXN003632,2018-12-07,1900-01-01 22:56:29,Uber,Cash Withdrawal ATM,65.52,INR,Cash Withdrawal,Debit,Miscellaneous,Indore,Madhya Pradesh,India,7,49,12,0,0,0,1,Uber Cash Withdrawal ATM,24,4.197502654324727,Small
TXN003633,2018-12-08,1900-01-01 08:26:21,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,4893.16,INR,Auto Debit,Debit,Bills,Kochi,Kerala,India,8,49,12,1,0,0,1,Credit Card Bill Payment Auto Debit Credit Card Bill Payment,60,8.495797936561793,Large
TXN003634,2018-12-09,1900-01-01 09:54:09,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,4224.36,INR,Auto Debit,Debit,Bills,Pune,Maharashtra,India,9,49,12,1,0,0,1,Credit Card Bill Payment Auto Debit Credit Card Bill Payment,60,8.348859743261947,Large
TXN003635,2018-12-09,1900-01-01 11:48:45,Vegetable Market,UPI/Vegetable Market,334.89,INR,Upi,Debit,Other,Delhi,Delhi,India,9,49,12,1,0,0,1,Vegetable Market UPI/Vegetable Market,37,5.81678372540998,Small
TXN003636,2018-12-09,1900-01-01 12:59:35,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,1922.02,INR,Auto Debit,Debit,Bills,Mumbai,Maharashtra,India,9,49,12,1,0,0,1,Credit Card Bill Payment Auto Debit Credit Card Bill Payment,60,7.5616521459507124,Medium
TXN003637,2018-12-09,1900-01-01 17:41:05,Domino's India,POS Purchase Domino's India,342.63,INR,Credit Card,Debit,Food,Surat,Gujarat,India,9,49,12,1,0,0,1,Domino's India POS Purchase Domino's India,42,5.839565497125275,Small
TXN003638,2018-12-09,1900-01-01 20:51:03,Indian Oil,Debit Card Indian Oil,1974.23,INR,Debit Card,Debit,Fuel,Hyderabad,Telangana,India,9,49,12,1,0,0,1,Indian Oil Debit Card Indian Oil,32,7.588440126250987,Medium
TXN003639,2018-12-09,1900-01-01 21:54:20,Local Wine & Beer Shop,POS Purchase Local Wine & Beer Shop,547.77,INR,Credit Card,Debit,Food,Kolkata,West Bengal,India,9,49,12,1,0,0,1,Local Wine & Beer Shop POS Purchase Local Wine & Beer Shop,58,6.307679410194473,Small
TXN003640,2018-12-10,1900-01-01 06:46:20,Jio Fiber,Auto Debit Jio Fiber,258.05,INR,Auto Debit,Debit,Bills,Delhi,Delhi,India,10,50,12,0,0,0,1,Jio Fiber Auto Debit Jio Fiber,30,5.557021093260797,Small
TXN003641,2018-12-10,1900-01-01 10:29:42,House Rent Payment,NEFT Rent Payment,7601.0,INR,Neft,Debit,Rent,Kolkata,West Bengal,India,10,50,12,0,0,0,1,House Rent Payment NEFT Rent Payment,36,8.936166649549195,Large
TXN003642,2018-12-10,1900-01-01 11:10:22,BPCL,UPI/BPCL,3036.7,INR,Upi,Debit,Fuel,Jaipur,Rajasthan,India,10,50,12,0,0,0,1,BPCL UPI/BPCL,13,8.018855929102607,Large
TXN003643,2018-12-10,1900-01-01 12:43:43,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,187.0,INR,Auto Debit,Debit,Bills,Jaipur,Rajasthan,India,10,50,12,0,0,0,1,Credit Card Bill Payment Auto Debit Credit Card Bill Payment,60,5.236441962829949,Small
TXN003644,2018-12-10,1900-01-01 13:05:48,Adani Electricity,Auto Debit Adani Electricity,1435.57,INR,Auto Debit,Debit,Bills,Pune,Maharashtra,India,10,50,12,0,0,0,1,Adani Electricity Auto Debit Adani Electricity,46,7.27001360678309,Medium
TXN003645,2018-12-10,1900-01-01 18:32:42,Jio,Auto Debit Jio,230.35,INR,Auto Debit,Debit,Bills,Hyderabad,Telangana,India,10,50,12,0,0,0,1,Jio Auto Debit Jio,18,5.443931715353009,Small
TXN003646,2018-12-11,1900-01-01 10:07:49,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,4353.92,INR,Auto Debit,Debit,Bills,Ahmedabad,Gujarat,India,11,50,12,0,0,0,1,Credit Card Bill Payment Auto Debit Credit Card Bill Payment,60,8.379061519427866,Large
TXN003647,2018-12-11,1900-01-01 10:17:52,Zomato,UPI/Paytm/Zomato,605.95,INR,Upi,Debit,Food,Indore,Madhya Pradesh,India,11,50,12,0,0,0,1,Zomato UPI/Paytm/Zomato,23,6.408446415343812,Small
TXN003648,2018-12-11,1900-01-01 10:51:58,Uber,POS Purchase Uber,566.93,INR,Credit Card,Debit,Miscellaneous,Kolkata,West Bengal,India,11,50,12,0,0,0,1,Uber POS Purchase Uber,22,6.341998171689928,Small
TXN003649,2018-12-11,1900-01-01 15:06:35,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,2319.46,INR,Auto Debit,Debit,Bills,Hyderabad,Telangana,India,11,50,12,0,0,0,1,Credit Card Bill Payment Auto Debit Credit Card Bill Payment,60,7.749520720868364,Medium
TXN003650,2018-12-11,1900-01-01 16:24:17,Cafe Coffee Day,UPI/Paytm/Cafe Coffee Day,954.26,INR,Upi,Debit,Food,Kochi,Kerala,India,11,50,12,0,0,0,1,Cafe Coffee Day UPI/Paytm/Cafe Coffee Day,41,6.861983554735969,Medium
TXN003651,2018-12-12,1900-01-01 05:22:26,Vegetable Market,UPI/Vegetable Market,476.73,INR,Upi,Debit,Other,Lucknow,Uttar Pradesh,India,12,50,12,0,0,0,1,Vegetable Market UPI/Vegetable Market,37,6.169045719345101,Small
TXN003652,2018-12-12,1900-01-01 08:19:44,Local Services,UPI/Local Services,1993.85,INR,Upi,Debit,Other,Lucknow,Uttar Pradesh,India,12,50,12,0,0,0,1,Local Services UPI/Local Services,33,7.598324138527282,Medium
TXN003653,2018-12-12,1900-01-01 09:00:27,Domino's India,UPI/Paytm/Domino's India,116.0,INR,Upi,Debit,Food,Indore,Madhya Pradesh,India,12,50,12,0,0,0,1,Domino's India UPI/Paytm/Domino's India,39,4.762173934797756,Small
TXN003654,2018-12-12,1900-01-01 09:39:20,Ajio,POS Purchase Ajio,288.0,INR,Credit Card,Debit,Shopping,Chennai,Tamil Nadu,India,12,50,12,0,0,0,1,Ajio POS Purchase Ajio,22,5.666426688112432,Small
TXN003655,2018-12-12,1900-01-01 11:39:14,Starbucks India,POS Purchase Starbucks India,864.58,INR,Credit Card,Debit,Food,Surat,Gujarat,India,12,50,12,0,0,0,1,Starbucks India POS Purchase Starbucks India,44,6.763399802464841,Medium
TXN003656,2018-12-12,1900-01-01 14:19:41,Jio Fiber,Net Banking Payment Jio Fiber,957.51,INR,Net Banking,Debit,Bills,Mumbai,Maharashtra,India,12,50,12,0,0,0,1,Jio Fiber Net Banking Payment Jio Fiber,39,6.865379995399455,Medium
TXN003657,2018-12-12,1900-01-01 14:33:57,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,1920.7,INR,Net Banking,Debit,Bills,Nagpur,Maharashtra,India,12,50,12,0,0,0,1,Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,69,7.560965489938382,Medium
TXN003658,2018-12-13,1900-01-01 00:00:45,The Beer Cafe,UPI/Paytm/The Beer Cafe,116.0,INR,Upi,Debit,Food,Surat,Gujarat,India,13,50,12,0,0,0,1,The Beer Cafe UPI/Paytm/The Beer Cafe,37,4.762173934797756,Small
TXN003659,2018-12-13,1900-01-01 11:52:14,Burger King,UPI/Paytm/Burger King,1103.26,INR,Upi,Debit,Food,Surat,Gujarat,India,13,50,12,0,0,0,1,Burger King UPI/Paytm/Burger King,33,7.006930706355939,Medium
TXN003660,2018-12-13,1900-01-01 14:46:50,Apollo Pharmacy,POS Purchase Apollo Pharmacy,470.26,INR,Credit Card,Debit,Miscellaneous,Noida,Uttar Pradesh,India,13,50,12,0,0,0,1,Apollo Pharmacy POS Purchase Apollo Pharmacy,44,6.155409958696227,Small
TXN003661,2018-12-13,1900-01-01 16:11:23,Domino's India,Debit Card Domino's India,992.92,INR,Debit Card,Debit,Food,Kolkata,West Bengal,India,13,50,12,0,0,0,1,Domino's India Debit Card Domino's India,40,6.9016567205202675,Medium
TXN003662,2018-12-13,1900-01-01 18:57:03,Indane Gas,Auto Debit Indane Gas,1048.49,INR,Auto Debit,Debit,Bills,Pune,Maharashtra,India,13,50,12,0,0,0,1,Indane Gas Auto Debit Indane Gas,32,6.9560596108684605,Medium
TXN003663,2018-12-14,1900-01-01 08:14:11,Airtel,UPI/Airtel,2215.6,INR,Upi,Debit,Bills,Delhi,Delhi,India,14,50,12,0,0,0,1,Airtel UPI/Airtel,17,7.703729769341552,Medium
TXN003664,2018-12-14,1900-01-01 09:47:51,Bakery,UPI/Bakery,439.17,INR,Upi,Debit,Other,Kolkata,West Bengal,India,14,50,12,0,0,0,1,Bakery UPI/Bakery,17,6.0871610159294605,Small
TXN003665,2018-12-14,1900-01-01 16:03:12,Bharat Gas,UPI/Bharat Gas,3557.66,INR,Upi,Debit,Bills,Noida,Uttar Pradesh,India,14,50,12,0,0,0,1,Bharat Gas UPI/Bharat Gas,25,8.177139348493741,Large
TXN003666,2018-12-14,1900-01-01 17:29:14,KFC India,Debit Card KFC India,431.23,INR,Debit Card,Debit,Food,Delhi,Delhi,India,14,50,12,0,0,0,1,KFC India Debit Card KFC India,30,6.068957853972979,Small
TXN003667,2018-12-14,1900-01-01 19:51:21,DMart,POS Purchase DMart,1299.9,INR,Credit Card,Debit,Groceries,Mumbai,Maharashtra,India,14,50,12,0,0,0,1,DMart POS Purchase DMart,24,7.170811611607514,Medium
TXN003668,2018-12-14,1900-01-01 20:50:14,General Store,Debit Card General Store,90.46,INR,Debit Card,Debit,Other,Pune,Maharashtra,India,14,50,12,0,0,0,1,General Store Debit Card General Store,38,4.515901718229909,Small
TXN003669,2018-12-14,1900-01-01 21:51:18,Ajio,UPI Payment Ajio,3838.33,INR,Upi,Debit,Shopping,Jaipur,Rajasthan,India,14,50,12,0,0,0,1,Ajio UPI Payment Ajio,21,8.253053151191846,Large
TXN003670,2018-12-15,1900-01-01 08:51:08,Blinkit,Debit Card Blinkit,643.47,INR,Debit Card,Debit,Groceries,Pune,Maharashtra,India,15,50,12,1,0,0,1,Blinkit Debit Card Blinkit,26,6.468428273584459,Small
TXN003671,2018-12-15,1900-01-01 13:58:04,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,3037.99,INR,Net Banking,Debit,Bills,Kochi,Kerala,India,15,50,12,1,0,0,1,Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,69,8.019280502355276,Large
TXN003672,2018-12-15,1900-01-01 17:57:18,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,4211.91,INR,Net Banking,Debit,Bills,Hyderabad,Telangana,India,15,50,12,1,0,0,1,Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,69,8.345908899301275,Large
TXN003673,2018-12-15,1900-01-01 17:58:55,Zepto,UPI/DR/944552318/Zepto,1077.92,INR,Upi,Debit,Groceries,Bengaluru,Karnataka,India,15,50,12,1,0,0,1,Zepto UPI/DR/944552318/Zepto,28,6.983715819784682,Medium
TXN003674,2018-12-16,1900-01-01 09:03:56,Employer Salary Credit,NEFT Salary Credit,48563.74,INR,Neft,Credit,Salary,Ahmedabad,Gujarat,India,16,50,12,1,0,0,1,Employer Salary Credit NEFT Salary Credit,41,10.790653032172353,Large
TXN003675,2018-12-16,1900-01-01 09:39:54,Airtel,UPI/Airtel,4028.97,INR,Upi,Debit,Bills,Delhi,Delhi,India,16,50,12,1,0,0,1,Airtel UPI/Airtel,17,8.301514210744287,Large
TXN003676,2018-12-16,1900-01-01 11:09:12,BEST,Auto Debit BEST,13326.76,INR,Auto Debit,Debit,Bills,Nagpur,Maharashtra,India,16,50,12,1,0,0,1,BEST Auto Debit BEST,20,9.497604357041611,Large
TXN003677,2018-12-16,1900-01-01 13:12:38,BigBasket,UPI/DR/935327024/BigBasket,1208.95,INR,Upi,Debit,Groceries,Surat,Gujarat,India,16,50,12,1,0,0,1,BigBasket UPI/DR/935327024/BigBasket,36,7.098334315422947,Medium
TXN003678,2018-12-16,1900-01-01 13:52:57,Indian Oil,Debit Card Indian Oil,3464.06,INR,Debit Card,Debit,Fuel,Mumbai,Maharashtra,India,16,50,12,1,0,0,1,Indian Oil Debit Card Indian Oil,32,8.1504852274914,Large
TXN003679,2018-12-16,1900-01-01 14:33:42,Jio,Net Banking Payment Jio,6143.15,INR,Net Banking,Debit,Bills,Nagpur,Maharashtra,India,16,50,12,1,0,0,1,Jio Net Banking Payment Jio,27,8.72325568859199,Large
TXN003680,2018-12-16,1900-01-01 17:35:27,Misc Vendor,UPI/Misc Vendor,1541.36,INR,Upi,Debit,Other,Ahmedabad,Gujarat,India,16,50,12,1,0,0,1,Misc Vendor UPI/Misc Vendor,27,7.341068989910041,Medium
TXN003681,2018-12-16,1900-01-01 18:47:48,House Rent Payment,IMPS Rent Payment,36214.95,INR,Imps,Debit,Rent,Kolkata,West Bengal,India,16,50,12,1,0,0,1,House Rent Payment IMPS Rent Payment,36,10.497254908509584,Large
TXN003682,2018-12-16,1900-01-01 19:55:30,Nature's Basket,POS Purchase Nature's Basket,662.23,INR,Credit Card,Debit,Groceries,Pune,Maharashtra,India,16,50,12,1,0,0,1,Nature's Basket POS Purchase Nature's Basket,44,6.4971218380211635,Medium
TXN003683,2018-12-16,1900-01-01 20:00:22,HP Gas,Auto Debit HP Gas,2888.39,INR,Auto Debit,Debit,Bills,Nagpur,Maharashtra,India,16,50,12,1,0,0,1,HP Gas Auto Debit HP Gas,24,7.968800686163148,Large
TXN003684,2018-12-17,1900-01-01 08:17:39,DMart,UPI/DR/852399189/DMart,320.31,INR,Upi,Debit,Groceries,Jaipur,Rajasthan,India,17,51,12,0,0,0,1,DMart UPI/DR/852399189/DMart,28,5.77240638919802,Small
TXN003685,2018-12-17,1900-01-01 08:43:28,KFC India,Debit Card KFC India,378.12,INR,Debit Card,Debit,Food,Bengaluru,Karnataka,India,17,51,12,0,0,0,1,KFC India Debit Card KFC India,30,5.937852777659333,Small
TXN003686,2018-12-17,1900-01-01 11:02:27,Employer Salary Credit,NEFT Salary Credit,42163.19,INR,Neft,Credit,Salary,Noida,Uttar Pradesh,India,17,51,12,0,0,0,1,Employer Salary Credit NEFT Salary Credit,41,10.649326561578759,Large
TXN003687,2018-12-17,1900-01-01 11:07:55,Zepto,Debit Card Zepto,1260.85,INR,Debit Card,Debit,Groceries,Hyderabad,Telangana,India,17,51,12,0,0,0,1,Zepto Debit Card Zepto,22,7.140334177082832,Medium
TXN003688,2018-12-17,1900-01-01 11:10:26,Nature's Basket,UPI/DR/676637967/Nature's Basket,300.0,INR,Upi,Debit,Groceries,Noida,Uttar Pradesh,India,17,51,12,0,0,0,1,Nature's Basket UPI/DR/676637967/Nature's Basket,48,5.707110264748875,Small
TXN003689,2018-12-17,1900-01-01 11:34:00,Myntra,Debit Card Myntra,288.0,INR,Debit Card,Debit,Shopping,Mumbai,Maharashtra,India,17,51,12,0,0,0,1,Myntra Debit Card Myntra,24,5.666426688112432,Small
TXN003690,2018-12-17,1900-01-01 12:29:43,BookMyShow,UPI Payment BookMyShow,237.41,INR,Upi,Debit,Entertainment,Kochi,Kerala,India,17,51,12,0,0,0,1,BookMyShow UPI Payment BookMyShow,33,5.473991880620198,Small
TXN003691,2018-12-17,1900-01-01 12:31:05,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,15356.53,INR,Auto Debit,Debit,Bills,Delhi,Delhi,India,17,51,12,0,0,0,1,Credit Card Bill Payment Auto Debit Credit Card Bill Payment,60,9.639361186479118,Large
TXN003692,2018-12-17,1900-01-01 13:02:02,Jio,Auto Debit Jio,270.5,INR,Auto Debit,Debit,Bills,Bengaluru,Karnataka,India,17,51,12,0,0,0,1,Jio Auto Debit Jio,18,5.60396213937399,Small
TXN003693,2018-12-18,1900-01-01 08:03:53,Reliance Fresh,Debit Card Reliance Fresh,300.0,INR,Debit Card,Debit,Groceries,Ahmedabad,Gujarat,India,18,51,12,0,0,0,1,Reliance Fresh Debit Card Reliance Fresh,40,5.707110264748875,Small
