transaction_text,amount,amount_log,amount_bucket,payment_method,transaction_type,category
Credit Card Bill Payment UPI/Credit Card Bill Payment,644.11,6.469420844890689,Small,Upi,Debit,Bills
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,804.79,6.691823162652939,Medium,Auto Debit,Debit,Bills
Zepto UPI/DR/711392447/Zepto,403.3,6.002157176646725,Small,Upi,Debit,Groceries
Spotify Auto Debit Spotify Subscription,294.24,5.687788584901852,Small,Auto Debit,Debit,Subscription
Cafe Coffee Day Debit Card Cafe Coffee Day,2137.1,7.667672863175935,Medium,Debit Card,Debit,Food
Nature's Basket POS Purchase Nature's Basket,916.82,6.822001292963229,Medium,Credit Card,Debit,Groceries
Nature's Basket POS Purchase Nature's Basket,1013.36,6.922013150728836,Medium,Credit Card,Debit,Groceries
BookMyShow UPI Payment BookMyShow,397.65,5.988083838948504,Small,Upi,Debit,Entertainment
HDFC Ergo Auto Debit HDFC Ergo Insurance Premium,7990.0,8.986071187374463,Large,Auto Debit,Debit,Insurance
Nature's Basket POS Purchase Nature's Basket,500.52,6.217643486965713,Small,Credit Card,Debit,Groceries
Bajaj Allianz Net Banking Payment Bajaj Allianz Insurance Premium,8042.74,8.992649428142421,Large,Net Banking,Debit,Insurance
DMart UPI/DR/203032434/DMart,746.38,6.616573757260643,Medium,Upi,Debit,Groceries
Adani Electricity Auto Debit Adani Electricity,2487.15,7.819294741430806,Medium,Auto Debit,Debit,Bills
Zomato POS Purchase Zomato,434.43,6.0763340485857364,Small,Credit Card,Debit,Food
HPCL Cash Withdrawal ATM,2118.4,7.658888308740735,Medium,Cash Withdrawal,Debit,Fuel
Misc Vendor UPI/Misc Vendor,910.47,6.81505868079595,Medium,Upi,Debit,Other
Amazon Prime UPI/Amazon Prime,683.41,6.528557153249692,Medium,Upi,Debit,Subscription
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,2969.84,7.996600020091194,Large,Net Banking,Debit,Bills
BigBasket POS Purchase BigBasket,300.0,5.707110264748875,Small,Credit Card,Debit,Groceries
Nature's Basket POS Purchase Nature's Basket,414.11,6.028543545349403,Small,Credit Card,Debit,Groceries
BookMyShow Debit Card BookMyShow,362.25,5.895091302450393,Small,Debit Card,Debit,Entertainment
Misc Vendor UPI/Misc Vendor,1627.76,7.395574268097874,Medium,Upi,Debit,Other
Ace Hardware India UPI/Ace Hardware India,589.37,6.380749458987108,Small,Upi,Debit,Miscellaneous
Amazon India POS Purchase Amazon India,4699.21,8.455362467551055,Large,Credit Card,Debit,Shopping
Chaayos Debit Card Chaayos,1194.1,7.085985142872835,Medium,Debit Card,Debit,Food
DMart Debit Card DMart,1316.85,7.183756899784526,Medium,Debit Card,Debit,Groceries
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,4056.12,8.308228641275297,Large,Auto Debit,Debit,Bills
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,2096.43,7.648468064721298,Medium,Auto Debit,Debit,Bills
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,676.18,6.517937116450151,Medium,Auto Debit,Debit,Bills
BookMyShow Debit Card BookMyShow,527.42,6.269891422045423,Small,Debit Card,Debit,Entertainment
Cafe Coffee Day UPI/Paytm/Cafe Coffee Day,139.18,4.942927311072179,Small,Upi,Debit,Food
Naturals Salon UPI/Naturals Salon,426.38,6.057673547218317,Small,Upi,Debit,Miscellaneous
Reliance Fresh Debit Card Reliance Fresh,673.77,6.514371892066472,Medium,Debit Card,Debit,Groceries
Domino's India UPI/Paytm/Domino's India,2990.0,8.003363058629947,Large,Upi,Debit,Food
BPCL UPI/BPCL,2020.3,7.611496147752952,Medium,Upi,Debit,Fuel
Ace Hardware India Debit Card Ace Hardware India,1477.67,7.298898314082745,Medium,Debit Card,Debit,Miscellaneous
Indian Oil UPI/Indian Oil,2129.05,7.66390073260636,Medium,Upi,Debit,Fuel
BPCL UPI/BPCL,2925.49,7.981559031674353,Large,Upi,Debit,Fuel
Local Hardware Store UPI/Local Hardware Store,5398.69,8.59409682349709,Large,Upi,Debit,Miscellaneous
Spotify Auto Debit Spotify Subscription,850.0,6.7464121285733745,Medium,Auto Debit,Debit,Subscription
Municipal Water Department Net Banking Payment Municipal Water Department,1855.72,7.526566769154839,Medium,Net Banking,Debit,Bills
Tata Power Net Banking Payment Tata Power,1479.86,7.3003782790770035,Medium,Net Banking,Debit,Bills
Starbucks India POS Purchase Starbucks India,116.0,4.762173934797756,Small,Credit Card,Debit,Food
Swiggy UPI/Paytm/Swiggy,116.0,4.762173934797756,Small,Upi,Debit,Food
Tata Power Net Banking Payment Tata Power,1846.37,7.521518284988006,Medium,Net Banking,Debit,Bills
Bakery UPI/Bakery,44.92,3.826900752011311,Small,Upi,Debit,Other
Credit Card Bill Payment UPI/Credit Card Bill Payment,4103.21,8.31976855513213,Large,Upi,Debit,Bills
Burger King POS Purchase Burger King,116.0,4.762173934797756,Small,Credit Card,Debit,Food
Domino's India UPI/Paytm/Domino's India,194.67,5.276429566790007,Small,Upi,Debit,Food
Swiggy UPI/Paytm/Swiggy,116.0,4.762173934797756,Small,Upi,Debit,Food
Swiggy UPI/Paytm/Swiggy,116.0,4.762173934797756,Small,Upi,Debit,Food
BSNL Net Banking Payment BSNL,2183.78,7.689270415961609,Medium,Net Banking,Debit,Bills
HPCL UPI/HPCL,2437.52,7.799146576879852,Medium,Upi,Debit,Fuel
Reliance Fresh Debit Card Reliance Fresh,1477.89,7.299047085367457,Medium,Debit Card,Debit,Groceries
Kirana Shop UPI/Kirana Shop,934.51,6.841091835127884,Medium,Upi,Debit,Other
Airtel Auto Debit Airtel,1309.1,7.177858749159625,Medium,Auto Debit,Debit,Bills
Laundry UPI/Laundry,1381.67,7.231771691478788,Medium,Upi,Debit,Other
Airtel UPI/Airtel,2166.55,7.681352776439383,Medium,Upi,Debit,Bills
Jio Auto Debit Jio,2426.95,7.794802558886624,Medium,Auto Debit,Debit,Bills
HDFC Ergo Auto Debit HDFC Ergo Insurance Premium,8577.76,9.057044659893155,Large,Auto Debit,Debit,Insurance
Spotify Auto Debit Spotify Subscription,243.74,5.500196422557522,Small,Auto Debit,Debit,Subscription
Burger King Debit Card Burger King,1176.78,7.071386589554612,Medium,Debit Card,Debit,Food
Airtel Net Banking Payment Airtel,2116.97,7.658213361755088,Medium,Net Banking,Debit,Bills
Tata Power Auto Debit Tata Power,3938.0,8.278682162970906,Large,Auto Debit,Debit,Bills
Lakme Salon UPI/Lakme Salon,789.58,6.672766853300004,Medium,Upi,Debit,Miscellaneous
Blinkit Debit Card Blinkit,836.34,6.730230200671724,Medium,Debit Card,Debit,Groceries
IRCTC POS Purchase IRCTC,336.88,5.822690802859296,Small,Credit Card,Debit,Miscellaneous
Amazon India POS Purchase Amazon India,5588.54,8.628652272959933,Large,Credit Card,Debit,Shopping
Disney+ Hotstar Auto Debit Disney+ Hotstar Subscription,309.9,5.739471317064708,Small,Auto Debit,Debit,Subscription
HPCL Debit Card HPCL,2751.95,7.920428342972591,Large,Debit Card,Debit,Fuel
Jio Fiber Net Banking Payment Jio Fiber,1344.71,7.204677033796648,Medium,Net Banking,Debit,Bills
LIC Net Banking Payment LIC Insurance Premium,8133.63,9.00388553613568,Large,Net Banking,Debit,Insurance
Blinkit Debit Card Blinkit,578.17,6.361596044149959,Small,Debit Card,Debit,Groceries
BookMyShow UPI Payment BookMyShow,253.31,5.5385539952884235,Small,Upi,Debit,Entertainment
Meesho UPI Payment Meesho,288.0,5.666426688112432,Small,Upi,Debit,Shopping
Rapido Debit Card Rapido,751.46,6.623347839064014,Medium,Debit Card,Debit,Miscellaneous
Airtel Auto Debit Airtel,4787.86,8.474047666254826,Large,Auto Debit,Debit,Bills
Adani Electricity UPI/Adani Electricity,2954.19,7.991318225573522,Large,Upi,Debit,Bills
Misc Vendor UPI/Misc Vendor,1847.06,7.521891719207038,Medium,Upi,Debit,Other
Third Wave Coffee UPI/Paytm/Third Wave Coffee,1194.96,7.086704489135233,Medium,Upi,Debit,Food
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,2435.51,7.798321966523035,Medium,Auto Debit,Debit,Bills
Zepto UPI/DR/702859986/Zepto,714.09,6.572408408898399,Medium,Upi,Debit,Groceries
Airtel Net Banking Payment Airtel,3994.74,8.292984072586556,Large,Net Banking,Debit,Bills
Local Store UPI/Local Store,143.57,4.973763819320351,Small,Upi,Debit,Other
Blinkit UPI/DR/347332488/Blinkit,300.0,5.707110264748875,Small,Upi,Debit,Groceries
BEST Auto Debit BEST,1201.81,7.092415765013967,Medium,Auto Debit,Debit,Bills
Adani Electricity UPI/Adani Electricity,3002.16,8.007420346617279,Large,Upi,Debit,Bills
Nykaa POS Purchase Nykaa,6192.83,8.731308914241101,Large,Credit Card,Debit,Shopping
Indian Oil Debit Card Indian Oil,3048.29,8.022664055617138,Large,Debit Card,Debit,Fuel
Zepto POS Purchase Zepto,2058.92,7.630422426078074,Medium,Credit Card,Debit,Groceries
House Rent Payment IMPS Rent Payment,8298.96,9.024005974495967,Large,Imps,Debit,Rent
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,1527.21,7.331852394838176,Medium,Auto Debit,Debit,Bills
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,8910.56,9.095104589314493,Large,Auto Debit,Debit,Bills
HPCL UPI/HPCL,2527.04,7.835199577926379,Medium,Upi,Debit,Fuel
BPCL UPI/BPCL,3381.51,8.126373316433773,Large,Upi,Debit,Fuel
Amazon India Debit Card Amazon India,493.23,6.203000995880439,Small,Debit Card,Debit,Shopping
Reliance Fresh UPI/DR/704177085/Reliance Fresh,300.0,5.707110264748875,Small,Upi,Debit,Groceries
Domino's India UPI/Paytm/Domino's India,720.99,6.582011288381396,Medium,Upi,Debit,Food
Nature's Basket Debit Card Nature's Basket,1658.96,7.414548784674724,Medium,Debit Card,Debit,Groceries
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,3223.38,8.07849596268583,Large,Net Banking,Debit,Bills
Credit Card Bill Payment UPI/Credit Card Bill Payment,2288.68,7.7361673487927565,Medium,Upi,Debit,Bills
BookMyShow POS Purchase BookMyShow,310.27,5.740660702742636,Small,Credit Card,Debit,Entertainment
Tata Power Auto Debit Tata Power,910.52,6.815113535732086,Medium,Auto Debit,Debit,Bills
Swiggy UPI/Paytm/Swiggy,504.34,6.225231470059323,Small,Upi,Debit,Food
KFC India UPI/Paytm/KFC India,116.0,4.762173934797756,Small,Upi,Debit,Food
Bakery UPI/Bakery,480.08,6.176033576442416,Small,Upi,Debit,Other
McDonald's India UPI/Paytm/McDonald's India,1781.11,7.485553334520698,Medium,Upi,Debit,Food
Flipkart POS Purchase Flipkart,340.03,5.831970449953397,Small,Credit Card,Debit,Shopping
Amazon India POS Purchase Amazon India,288.0,5.666426688112432,Small,Credit Card,Debit,Shopping
HDFC Ergo Net Banking Payment HDFC Ergo Insurance Premium,8182.07,9.009822664810725,Large,Net Banking,Debit,Insurance
Zepto Debit Card Zepto,1185.81,7.0790243144007166,Medium,Debit Card,Debit,Groceries
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,1258.47,7.138446276533204,Medium,Auto Debit,Debit,Bills
Flower Shop UPI/Flower Shop,209.63,5.3501030396972675,Small,Upi,Debit,Other
Indian Oil Debit Card Indian Oil,3105.63,8.04129381636677,Large,Debit Card,Debit,Fuel
Bharat Gas Auto Debit Bharat Gas,1943.03,7.572518417000076,Medium,Auto Debit,Debit,Bills
BigBasket UPI/DR/790844104/BigBasket,1083.32,6.988708341387802,Medium,Upi,Debit,Groceries
Reliance Fresh POS Purchase Reliance Fresh,983.7,6.892337026253756,Medium,Credit Card,Debit,Groceries
Street Vendor Cash Withdrawal ATM,229.69,5.441074817902994,Small,Cash Withdrawal,Debit,Other
Zepto Debit Card Zepto,812.88,6.701812934987702,Medium,Debit Card,Debit,Groceries
Tea Stall UPI/Tea Stall,49.78,3.9275025762765323,Small,Upi,Debit,Other
House Rent Payment IMPS Rent Payment,7542.54,8.92844684684445,Large,Imps,Debit,Rent
Jio Auto Debit Jio,741.34,6.609807359240445,Medium,Auto Debit,Debit,Bills
Burger King Debit Card Burger King,240.51,5.48691088010284,Small,Debit Card,Debit,Food
Airtel Net Banking Payment Airtel,1408.91,7.251281151547772,Medium,Net Banking,Debit,Bills
DMart UPI/DR/748758323/DMart,810.77,6.699217048806944,Medium,Upi,Debit,Groceries
BSNL Auto Debit BSNL,1106.25,7.009634742803308,Medium,Auto Debit,Debit,Bills
McDonald's India Debit Card McDonald's India,116.0,4.762173934797756,Small,Debit Card,Debit,Food
Chaayos POS Purchase Chaayos,517.83,6.251576276522179,Small,Credit Card,Debit,Food
Bajaj Allianz Auto Debit Bajaj Allianz Insurance Premium,7990.0,8.986071187374463,Large,Auto Debit,Debit,Insurance
Rapido Debit Card Rapido,2812.02,7.94201391831172,Large,Debit Card,Debit,Miscellaneous
Social UPI/Paytm/Social,116.0,4.762173934797756,Small,Upi,Debit,Food
Blinkit Debit Card Blinkit,300.0,5.707110264748875,Small,Debit Card,Debit,Groceries
Rapido POS Purchase Rapido,4321.59,8.371610038624665,Large,Credit Card,Debit,Miscellaneous
Blinkit UPI/DR/358655621/Blinkit,857.23,6.754872128832953,Medium,Upi,Debit,Groceries
Swiggy UPI/Paytm/Swiggy,341.85,5.837293033730374,Small,Upi,Debit,Food
EatClub UPI/Paytm/EatClub,2611.07,7.867898289424667,Medium,Upi,Debit,Food
Cafe Coffee Day UPI/Paytm/Cafe Coffee Day,185.54,5.228645693298717,Small,Upi,Debit,Food
Employer Salary Credit NEFT Salary Credit,53993.7,10.896641172581418,Large,Neft,Credit,Salary
Local Wine & Beer Shop UPI/Paytm/Local Wine & Beer Shop,116.0,4.762173934797756,Small,Upi,Debit,Food
Local Wine & Beer Shop UPI/Paytm/Local Wine & Beer Shop,442.87,6.095531726767254,Small,Upi,Debit,Food
Credit Card Bill Payment UPI/Credit Card Bill Payment,782.2,6.663388091216301,Medium,Upi,Debit,Bills
Social UPI/Paytm/Social,234.97,5.463704678301283,Small,Upi,Debit,Food
Jio Auto Debit Jio,7454.14,8.916659006365233,Large,Auto Debit,Debit,Bills
Tata Play Auto Debit Tata Play Subscription,149.0,5.0106352940962555,Small,Auto Debit,Debit,Subscription
BookMyShow UPI Payment BookMyShow,363.13,5.897510946733554,Small,Upi,Debit,Entertainment
DMart UPI/DR/959922040/DMart,1031.74,6.939970743344495,Medium,Upi,Debit,Groceries
Adani Electricity Net Banking Payment Adani Electricity,6668.1,8.805240197271724,Large,Net Banking,Debit,Bills
HP Gas Auto Debit HP Gas,5861.25,8.676288767922015,Large,Auto Debit,Debit,Bills
Tata Play Auto Debit Tata Play Subscription,152.37,5.032853302662689,Small,Auto Debit,Debit,Subscription
Swiggy UPI/Paytm/Swiggy,116.0,4.762173934797756,Small,Upi,Debit,Food
House Rent Payment IMPS Rent Payment,42382.94,10.65452479588231,Large,Imps,Debit,Rent
Faasos UPI/Paytm/Faasos,352.93,5.8690991534676265,Small,Upi,Debit,Food
Unknown Merchant UPI/Unknown Merchant,694.54,6.544688522290589,Medium,Upi,Debit,Other
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,626.15,6.441185746470683,Small,Auto Debit,Debit,Bills
Jio Net Banking Payment Jio,1500.38,7.314139964149685,Medium,Net Banking,Debit,Bills
DMart UPI/DR/958628444/DMart,1234.5,7.119231025428665,Medium,Upi,Debit,Groceries
Zepto UPI/DR/895583423/Zepto,1550.31,7.346855014255916,Medium,Upi,Debit,Groceries
Uber Cash Withdrawal ATM,65.52,4.197502654324727,Small,Cash Withdrawal,Debit,Miscellaneous
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,4893.16,8.495797936561793,Large,Auto Debit,Debit,Bills
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,4224.36,8.348859743261947,Large,Auto Debit,Debit,Bills
Vegetable Market UPI/Vegetable Market,334.89,5.81678372540998,Small,Upi,Debit,Other
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,1922.02,7.5616521459507124,Medium,Auto Debit,Debit,Bills
Domino's India POS Purchase Domino's India,342.63,5.839565497125275,Small,Credit Card,Debit,Food
Indian Oil Debit Card Indian Oil,1974.23,7.588440126250987,Medium,Debit Card,Debit,Fuel
Local Wine & Beer Shop POS Purchase Local Wine & Beer Shop,547.77,6.307679410194473,Small,Credit Card,Debit,Food
Jio Fiber Auto Debit Jio Fiber,258.05,5.557021093260797,Small,Auto Debit,Debit,Bills
House Rent Payment NEFT Rent Payment,7601.0,8.936166649549195,Large,Neft,Debit,Rent
BPCL UPI/BPCL,3036.7,8.018855929102607,Large,Upi,Debit,Fuel
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,187.0,5.236441962829949,Small,Auto Debit,Debit,Bills
Adani Electricity Auto Debit Adani Electricity,1435.57,7.27001360678309,Medium,Auto Debit,Debit,Bills
Jio Auto Debit Jio,230.35,5.443931715353009,Small,Auto Debit,Debit,Bills
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,4353.92,8.379061519427866,Large,Auto Debit,Debit,Bills
Zomato UPI/Paytm/Zomato,605.95,6.408446415343812,Small,Upi,Debit,Food
Uber POS Purchase Uber,566.93,6.341998171689928,Small,Credit Card,Debit,Miscellaneous
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,2319.46,7.749520720868364,Medium,Auto Debit,Debit,Bills
Cafe Coffee Day UPI/Paytm/Cafe Coffee Day,954.26,6.861983554735969,Medium,Upi,Debit,Food
Vegetable Market UPI/Vegetable Market,476.73,6.169045719345101,Small,Upi,Debit,Other
Local Services UPI/Local Services,1993.85,7.598324138527282,Medium,Upi,Debit,Other
Domino's India UPI/Paytm/Domino's India,116.0,4.762173934797756,Small,Upi,Debit,Food
Ajio POS Purchase Ajio,288.0,5.666426688112432,Small,Credit Card,Debit,Shopping
Starbucks India POS Purchase Starbucks India,864.58,6.763399802464841,Medium,Credit Card,Debit,Food
Jio Fiber Net Banking Payment Jio Fiber,957.51,6.865379995399455,Medium,Net Banking,Debit,Bills
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,1920.7,7.560965489938382,Medium,Net Banking,Debit,Bills
The Beer Cafe UPI/Paytm/The Beer Cafe,116.0,4.762173934797756,Small,Upi,Debit,Food
Burger King UPI/Paytm/Burger King,1103.26,7.006930706355939,Medium,Upi,Debit,Food
Apollo Pharmacy POS Purchase Apollo Pharmacy,470.26,6.155409958696227,Small,Credit Card,Debit,Miscellaneous
Domino's India Debit Card Domino's India,992.92,6.9016567205202675,Medium,Debit Card,Debit,Food
Indane Gas Auto Debit Indane Gas,1048.49,6.9560596108684605,Medium,Auto Debit,Debit,Bills
Airtel UPI/Airtel,2215.6,7.703729769341552,Medium,Upi,Debit,Bills
Bakery UPI/Bakery,439.17,6.0871610159294605,Small,Upi,Debit,Other
Bharat Gas UPI/Bharat Gas,3557.66,8.177139348493741,Large,Upi,Debit,Bills
KFC India Debit Card KFC India,431.23,6.068957853972979,Small,Debit Card,Debit,Food
DMart POS Purchase DMart,1299.9,7.170811611607514,Medium,Credit Card,Debit,Groceries
General Store Debit Card General Store,90.46,4.515901718229909,Small,Debit Card,Debit,Other
Ajio UPI Payment Ajio,3838.33,8.253053151191846,Large,Upi,Debit,Shopping
Blinkit Debit Card Blinkit,643.47,6.468428273584459,Small,Debit Card,Debit,Groceries
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,3037.99,8.019280502355276,Large,Net Banking,Debit,Bills
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,4211.91,8.345908899301275,Large,Net Banking,Debit,Bills
Zepto UPI/DR/944552318/Zepto,1077.92,6.983715819784682,Medium,Upi,Debit,Groceries
Employer Salary Credit NEFT Salary Credit,48563.74,10.790653032172353,Large,Neft,Credit,Salary
Airtel UPI/Airtel,4028.97,8.301514210744287,Large,Upi,Debit,Bills
BEST Auto Debit BEST,13326.76,9.497604357041611,Large,Auto Debit,Debit,Bills
BigBasket UPI/DR/935327024/BigBasket,1208.95,7.098334315422947,Medium,Upi,Debit,Groceries
Indian Oil Debit Card Indian Oil,3464.06,8.1504852274914,Large,Debit Card,Debit,Fuel
Jio Net Banking Payment Jio,6143.15,8.72325568859199,Large,Net Banking,Debit,Bills
Misc Vendor UPI/Misc Vendor,1541.36,7.341068989910041,Medium,Upi,Debit,Other
House Rent Payment IMPS Rent Payment,36214.95,10.497254908509584,Large,Imps,Debit,Rent
Nature's Basket POS Purchase Nature's Basket,662.23,6.4971218380211635,Medium,Credit Card,Debit,Groceries
HP Gas Auto Debit HP Gas,2888.39,7.968800686163148,Large,Auto Debit,Debit,Bills
DMart UPI/DR/852399189/DMart,320.31,5.77240638919802,Small,Upi,Debit,Groceries
KFC India Debit Card KFC India,378.12,5.937852777659333,Small,Debit Card,Debit,Food
Employer Salary Credit NEFT Salary Credit,42163.19,10.649326561578759,Large,Neft,Credit,Salary
Zepto Debit Card Zepto,1260.85,7.140334177082832,Medium,Debit Card,Debit,Groceries
Nature's Basket UPI/DR/676637967/Nature's Basket,300.0,5.707110264748875,Small,Upi,Debit,Groceries
Myntra Debit Card Myntra,288.0,5.666426688112432,Small,Debit Card,Debit,Shopping
BookMyShow UPI Payment BookMyShow,237.41,5.473991880620198,Small,Upi,Debit,Entertainment
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,15356.53,9.639361186479118,Large,Auto Debit,Debit,Bills
Jio Auto Debit Jio,270.5,5.60396213937399,Small,Auto Debit,Debit,Bills
Reliance Fresh Debit Card Reliance Fresh,300.0,5.707110264748875,Small,Debit Card,Debit,Groceries
Domino's India UPI/Paytm/Domino's India,1240.91,7.1244057960996825,Medium,Upi,Debit,Food
Local Store Debit Card Local Store,207.78,5.341281065980152,Small,Debit Card,Debit,Other
Burger King POS Purchase Burger King,550.95,6.313457462464361,Small,Credit Card,Debit,Food
General Store UPI/General Store,1162.32,7.05903326514463,Medium,Upi,Debit,Other
McDonald's India UPI/Paytm/McDonald's India,116.0,4.762173934797756,Small,Upi,Debit,Food
Local Services UPI/Local Services,1104.34,7.007908258931975,Medium,Upi,Debit,Other
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,9335.72,9.141710291815356,Large,Auto Debit,Debit,Bills
Disney+ Hotstar UPI/Disney+ Hotstar,349.22,5.858561528443754,Small,Upi,Debit,Subscription
Laundry Debit Card Laundry,1853.7,7.525478236895241,Medium,Debit Card,Debit,Other
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,2743.92,7.917507209620943,Large,Auto Debit,Debit,Bills
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,1542.39,7.34173657480075,Medium,Auto Debit,Debit,Bills
Swiggy UPI/Paytm/Swiggy,311.96,5.746075386846452,Small,Upi,Debit,Food
Nature's Basket UPI/DR/366544373/Nature's Basket,590.39,6.382475698245996,Small,Upi,Debit,Groceries
Blinkit UPI/DR/376903372/Blinkit,814.29,6.7035438781698735,Medium,Upi,Debit,Groceries
Nature's Basket POS Purchase Nature's Basket,400.82,5.996004227150014,Small,Credit Card,Debit,Groceries
Local Store Debit Card Local Store,678.52,6.521386666564961,Medium,Debit Card,Debit,Other
Airtel UPI/Airtel,2088.89,7.644866711994819,Medium,Upi,Debit,Bills
Zomato UPI/Paytm/Zomato,336.54,5.8216840218083385,Small,Upi,Debit,Food
BigBasket UPI/DR/526439295/BigBasket,1491.49,7.308201145076807,Medium,Upi,Debit,Groceries
Vegetable Market UPI/Vegetable Market,404.52,6.005170194164094,Small,Upi,Debit,Other
HPCL Debit Card HPCL,3629.57,8.197144939725183,Large,Debit Card,Debit,Fuel
BSNL Auto Debit BSNL,6213.83,8.734693650392911,Large,Auto Debit,Debit,Bills
Amazon India POS Purchase Amazon India,9766.42,9.186807636468245,Large,Credit Card,Debit,Shopping
Home Depot India Debit Card Home Depot India,736.02,6.602615028863196,Medium,Debit Card,Debit,Miscellaneous
House Rent Payment IMPS Rent Payment,37323.22,10.527397724667267,Large,Imps,Debit,Rent
Swiggy UPI/Paytm/Swiggy,1389.15,7.237166933971541,Medium,Upi,Debit,Food
BPCL UPI/BPCL,1925.59,7.563506879819032,Medium,Upi,Debit,Fuel
Burger King Debit Card Burger King,270.24,5.603004037815642,Small,Debit Card,Debit,Food
EatClub UPI/Paytm/EatClub,484.37,6.184911486685355,Small,Upi,Debit,Food
HPCL UPI/HPCL,3543.1,8.173039528031177,Large,Upi,Debit,Fuel
Jio Net Banking Payment Jio,3854.75,8.257320819603724,Large,Net Banking,Debit,Bills
BPCL Debit Card BPCL,4777.55,8.471892432186074,Large,Debit Card,Debit,Fuel
Blinkit UPI/DR/327350811/Blinkit,770.03,6.647727283312172,Medium,Upi,Debit,Groceries
BookMyShow Debit Card BookMyShow,258.06,5.55705969510211,Small,Debit Card,Debit,Entertainment
Indian Oil Debit Card Indian Oil,3077.33,8.03214252112761,Large,Debit Card,Debit,Fuel
Jio Net Banking Payment Jio,2679.42,7.893728777644077,Large,Net Banking,Debit,Bills
Flipkart UPI Payment Flipkart,288.0,5.666426688112432,Small,Upi,Debit,Shopping
Tea Stall UPI/Tea Stall,104.07,4.654626794700683,Small,Upi,Debit,Other
KFC India Debit Card KFC India,633.44,6.452742720035359,Small,Debit Card,Debit,Food
Local Wine & Beer Shop Debit Card Local Wine & Beer Shop,116.0,4.762173934797756,Small,Debit Card,Debit,Food
Myntra POS Purchase Myntra,611.95,6.4182833665410035,Small,Credit Card,Debit,Shopping
Airtel UPI/Airtel,1183.54,7.077109792551668,Medium,Upi,Debit,Bills
McDonald's India UPI/Paytm/McDonald's India,116.0,4.762173934797756,Small,Upi,Debit,Food
Local Store UPI/Local Store,2150.23,7.673795050562138,Medium,Upi,Debit,Other
Local Wine & Beer Shop UPI/Paytm/Local Wine & Beer Shop,452.15,6.1162231965007905,Small,Upi,Debit,Food
Nature's Basket UPI/DR/258320719/Nature's Basket,1147.49,7.046203315082105,Medium,Upi,Debit,Groceries
Jio Fiber Net Banking Payment Jio Fiber,375.29,5.930360122704693,Small,Net Banking,Debit,Bills
House Rent Payment IMPS Rent Payment,8295.41,9.023578170096073,Large,Imps,Debit,Rent
Flipkart UPI Payment Flipkart,288.0,5.666426688112432,Small,Upi,Debit,Shopping
BigBasket Debit Card BigBasket,810.62,6.699032250329157,Medium,Debit Card,Debit,Groceries
The Beer Cafe Debit Card The Beer Cafe,1425.26,7.26281091254522,Medium,Debit Card,Debit,Food
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,2459.75,7.808221460509321,Medium,Auto Debit,Debit,Bills
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,5312.32,8.577972154262659,Large,Net Banking,Debit,Bills
Bharat Gas Auto Debit Bharat Gas,187.0,5.236441962829949,Small,Auto Debit,Debit,Bills
Myntra Debit Card Myntra,288.0,5.666426688112432,Small,Debit Card,Debit,Shopping
Amazon India POS Purchase Amazon India,288.0,5.666426688112432,Small,Credit Card,Debit,Shopping
McDonald's India Debit Card McDonald's India,390.15,5.9690911181310895,Small,Debit Card,Debit,Food
BEST Auto Debit BEST,1681.41,7.427982568260506,Medium,Auto Debit,Debit,Bills
Uber UPI/Uber,1064.92,6.971593555005315,Medium,Upi,Debit,Miscellaneous
Third Wave Coffee Debit Card Third Wave Coffee,116.0,4.762173934797756,Small,Debit Card,Debit,Food
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,1865.54,7.531841728609874,Medium,Auto Debit,Debit,Bills
Reliance Fresh UPI/DR/839647637/Reliance Fresh,447.6,6.106131622086108,Small,Upi,Debit,Groceries
Tata Power Auto Debit Tata Power,1981.89,7.592310655473379,Medium,Auto Debit,Debit,Bills
Blinkit Debit Card Blinkit,1484.68,7.303627858884798,Medium,Debit Card,Debit,Groceries
