,transaction_id,transaction_date,transaction_time,merchant,description,amount,currency,payment_method,transaction_type,category,city,state,country
3702,TXN003703,2018-12-20,05:44:25,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,2743.92,INR,Auto Debit,Debit,Bills,Hyderabad,Telangana,India
3703,TXN003704,2018-12-20,08:22:15,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,1542.39,INR,Auto Debit,Debit,Bills,Jaipur,Rajasthan,India
3704,TXN003705,2018-12-20,20:24:51,Swiggy,UPI/Paytm/Swiggy,311.96,INR,UPI,Debit,Food,Kochi,Kerala,India
3705,TXN003706,2018-12-20,20:58:44,Nature's Basket,UPI/DR/366544373/Nature's Basket,590.39,INR,UPI,Debit,Groceries,Delhi,Delhi,India
3706,TXN003707,2018-12-21,06:09:53,Blinkit,UPI/DR/376903372/Blinkit,814.29,INR,UPI,Debit,Groceries,Jaipur,Rajasthan,India
3707,TXN003708,2018-12-21,06:49:09,Nature's Basket,POS Purchase Nature's Basket,400.82,INR,Credit Card,Debit,Groceries,Lucknow,Uttar Pradesh,India
3708,TXN003709,2018-12-21,19:41:11,Local Store,Debit Card Local Store,678.52,INR,Debit Card,Debit,Other,Hyderabad,Telangana,India
3709,TXN003710,2018-12-22,09:51:25,Airtel,UPI/Airtel,2088.89,INR,UPI,Debit,Bills,Mumbai,Maharashtra,India
3710,TXN003711,2018-12-22,11:41:04,Zomato,UPI/Paytm/Zomato,336.54,INR,UPI,Debit,Food,Nagpur,Maharashtra,India
3711,TXN003712,2018-12-22,12:33:52,BigBasket,UPI/DR/526439295/BigBasket,1491.49,INR,UPI,Debit,Groceries,Jaipur,Rajasthan,India
3712,TXN003713,2018-12-22,12:38:25,Vegetable Market,UPI/Vegetable Market,404.52,INR,UPI,Debit,Other,Chennai,Tamil Nadu,India
3713,TXN003714,2018-12-22,14:33:02,HPCL,Debit Card HPCL,3629.57,INR,Debit Card,Debit,Fuel,Nagpur,Maharashtra,India
3714,TXN003715,2018-12-22,16:41:23,BSNL,Auto Debit BSNL,6213.83,INR,Auto Debit,Debit,Bills,Chennai,Tamil Nadu,India
3715,TXN003716,2018-12-22,17:14:52,Amazon India,POS Purchase Amazon India,9766.42,INR,Credit Card,Debit,Shopping,Indore,Madhya Pradesh,India
3716,TXN003717,2018-12-22,17:20:35,Home Depot India,Debit Card Home Depot India,736.02,INR,Debit Card,Debit,Miscellaneous,Noida,Uttar Pradesh,India
3717,TXN003718,2018-12-22,19:48:57,House Rent Payment,IMPS Rent Payment,37323.22,INR,IMPS,Debit,Rent,Hyderabad,Telangana,India
3718,TXN003719,2018-12-23,11:14:19,Swiggy,UPI/Paytm/Swiggy,1389.15,INR,UPI,Debit,Food,Hyderabad,Telangana,India
3719,TXN003720,2018-12-23,16:37:16,BPCL,UPI/BPCL,1925.59,INR,UPI,Debit,Fuel,Bengaluru,Karnataka,India
3720,TXN003721,2018-12-24,00:41:26,Burger King,Debit Card Burger King,270.24,INR,Debit Card,Debit,Food,Lucknow,Uttar Pradesh,India
3721,TXN003722,2018-12-24,07:34:27,EatClub,UPI/Paytm/EatClub,484.37,INR,UPI,Debit,Food,Noida,Uttar Pradesh,India
3722,TXN003723,2018-12-24,08:35:26,HPCL,UPI/HPCL,3543.1,INR,UPI,Debit,Fuel,Mumbai,Maharashtra,India
3723,TXN003724,2018-12-24,08:56:33,Jio,Net Banking Payment Jio,3854.75,INR,Net Banking,Debit,Bills,Bengaluru,Karnataka,India
3724,TXN003725,2018-12-24,09:24:33,BPCL,Debit Card BPCL,4777.55,INR,Debit Card,Debit,Fuel,Hyderabad,Telangana,India
3725,TXN003726,2018-12-24,11:57:46,Blinkit,UPI/DR/327350811/Blinkit,770.03,INR,UPI,Debit,Groceries,Lucknow,Uttar Pradesh,India
3726,TXN003727,2018-12-24,12:02:25,BookMyShow,Debit Card BookMyShow,258.06,INR,Debit Card,Debit,Entertainment,Indore,Madhya Pradesh,India
3727,TXN003728,2018-12-24,12:59:52,Indian Oil,Debit Card Indian Oil,3077.33,INR,Debit Card,Debit,Fuel,Kolkata,West Bengal,India
3728,TXN003729,2018-12-24,13:55:58,Jio,Net Banking Payment Jio,2679.42,INR,Net Banking,Debit,Bills,Lucknow,Uttar Pradesh,India
3729,TXN003730,2018-12-24,17:02:47,Flipkart,UPI Payment Flipkart,288.0,INR,UPI,Debit,Shopping,Kolkata,West Bengal,India
3730,TXN003731,2018-12-25,09:20:07,Tea Stall,UPI/Tea Stall,104.07,INR,UPI,Debit,Other,Chennai,Tamil Nadu,India
3731,TXN003732,2018-12-25,10:08:49,KFC India,Debit Card KFC India,633.44,INR,Debit Card,Debit,Food,Hyderabad,Telangana,India
3732,TXN003733,2018-12-25,10:14:08,Local Wine & Beer Shop,Debit Card Local Wine & Beer Shop,116.0,INR,Debit Card,Debit,Food,Surat,Gujarat,India
3733,TXN003734,2018-12-25,10:45:25,Myntra,POS Purchase Myntra,611.95,INR,Credit Card,Debit,Shopping,Mumbai,Maharashtra,India
3734,TXN003735,2018-12-25,14:29:02,Airtel,UPI/Airtel,1183.54,INR,UPI,Debit,Bills,Nagpur,Maharashtra,India
3735,TXN003736,2018-12-25,18:00:26,McDonald's India,UPI/Paytm/McDonald's India,116.0,INR,UPI,Debit,Food,Pune,Maharashtra,India
3736,TXN003737,2018-12-26,09:17:42,Local Store,UPI/Local Store,2150.23,INR,UPI,Debit,Other,Noida,Uttar Pradesh,India
3737,TXN003738,2018-12-26,10:19:46,Local Wine & Beer Shop,UPI/Paytm/Local Wine & Beer Shop,452.15,INR,UPI,Debit,Food,Bengaluru,Karnataka,India
3738,TXN003739,2018-12-26,11:36:43,Nature's Basket,UPI/DR/258320719/Nature's Basket,1147.49,INR,UPI,Debit,Groceries,Jaipur,Rajasthan,India
3739,TXN003740,2018-12-26,19:21:15,Jio Fiber,Net Banking Payment Jio Fiber,375.29,INR,Net Banking,Debit,Bills,Pune,Maharashtra,India
3740,TXN003741,2018-12-26,21:33:55,House Rent Payment,IMPS Rent Payment,8295.41,INR,IMPS,Debit,Rent,Bengaluru,Karnataka,India
3741,TXN003742,2018-12-27,08:16:15,Flipkart,UPI Payment Flipkart,288.0,INR,UPI,Debit,Shopping,Nagpur,Maharashtra,India
3742,TXN003743,2018-12-27,09:42:19,BigBasket,Debit Card BigBasket,810.62,INR,Debit Card,Debit,Groceries,Chennai,Tamil Nadu,India
3743,TXN003744,2018-12-27,10:45:44,The Beer Cafe,Debit Card The Beer Cafe,1425.26,INR,Debit Card,Debit,Food,Jaipur,Rajasthan,India
3744,TXN003745,2018-12-27,12:48:35,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,2459.75,INR,Auto Debit,Debit,Bills,Bengaluru,Karnataka,India
3745,TXN003746,2018-12-27,12:50:55,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,5312.32,INR,Net Banking,Debit,Bills,Surat,Gujarat,India
3746,TXN003747,2018-12-28,08:22:38,Bharat Gas,Auto Debit Bharat Gas,187.0,INR,Auto Debit,Debit,Bills,Nagpur,Maharashtra,India
3747,TXN003748,2018-12-28,10:16:11,Myntra,Debit Card Myntra,288.0,INR,Debit Card,Debit,Shopping,Noida,Uttar Pradesh,India
3748,TXN003749,2018-12-28,11:58:20,Amazon India,POS Purchase Amazon India,288.0,INR,Credit Card,Debit,Shopping,Kochi,Kerala,India
3749,TXN003750,2018-12-28,12:19:20,McDonald's India,Debit Card McDonald's India,390.15,INR,Debit Card,Debit,Food,Indore,Madhya Pradesh,India
3750,TXN003751,2018-12-28,13:33:54,BEST,Auto Debit BEST,1681.41,INR,Auto Debit,Debit,Bills,Indore,Madhya Pradesh,India
3751,TXN003752,2018-12-28,18:34:57,Uber,UPI/Uber,1064.92,INR,UPI,Debit,Miscellaneous,Lucknow,Uttar Pradesh,India
3752,TXN003753,2018-12-28,18:44:26,Third Wave Coffee,Debit Card Third Wave Coffee,116.0,INR,Debit Card,Debit,Food,Noida,Uttar Pradesh,India
3753,TXN003754,2018-12-29,01:19:54,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,1865.54,INR,Auto Debit,Debit,Bills,Pune,Maharashtra,India
3754,TXN003755,2018-12-29,08:16:47,Reliance Fresh,UPI/DR/839647637/Reliance Fresh,447.6,INR,UPI,Debit,Groceries,Kochi,Kerala,India
3755,TXN003756,2018-12-29,10:10:47,Tata Power,Auto Debit Tata Power,1981.89,INR,Auto Debit,Debit,Bills,Kochi,Kerala,India
3756,TXN003757,2018-12-29,10:20:48,Blinkit,Debit Card Blinkit,1484.68,INR,Debit Card,Debit,Groceries,Kochi,Kerala,India
3757,TXN003758,2018-12-29,11:26:31,Swiggy,UPI/Paytm/Swiggy,483.02,INR,UPI,Debit,Food,Kolkata,West Bengal,India
3758,TXN003759,2018-12-29,11:36:01,Nature's Basket,UPI/DR/306978174/Nature's Basket,349.21,INR,UPI,Debit,Groceries,Pune,Maharashtra,India
3759,TXN003760,2018-12-29,12:24:28,Cafe Coffee Day,Debit Card Cafe Coffee Day,1274.53,INR,Debit Card,Debit,Food,Kochi,Kerala,India
3760,TXN003761,2018-12-29,15:34:36,Swiggy,UPI/Paytm/Swiggy,551.79,INR,UPI,Debit,Food,Hyderabad,Telangana,India
3761,TXN003762,2018-12-29,17:26:28,Zepto,UPI/DR/168006560/Zepto,300.0,INR,UPI,Debit,Groceries,Bengaluru,Karnataka,India
3762,TXN003763,2018-12-29,17:32:35,Reliance Fresh,UPI/DR/802867083/Reliance Fresh,2928.96,INR,UPI,Debit,Groceries,Surat,Gujarat,India
3763,TXN003764,2018-12-29,22:31:34,Zomato,POS Purchase Zomato,324.23,INR,Credit Card,Debit,Food,Nagpur,Maharashtra,India
3764,TXN003765,2018-12-29,23:22:59,HP Gas,UPI/HP Gas,427.33,INR,UPI,Debit,Bills,Bengaluru,Karnataka,India
3765,TXN003766,2018-12-30,13:58:24,Cafe Coffee Day,UPI/Paytm/Cafe Coffee Day,1171.22,INR,UPI,Debit,Food,Ahmedabad,Gujarat,India
3766,TXN003767,2018-12-30,15:07:43,Reliance Fresh,UPI/DR/359779054/Reliance Fresh,300.0,INR,UPI,Debit,Groceries,Bengaluru,Karnataka,India
3767,TXN003768,2018-12-30,18:05:07,Domino's India,UPI/Paytm/Domino's India,152.9,INR,UPI,Debit,Food,Kochi,Kerala,India
3768,TXN003769,2018-12-31,09:20:40,Airtel,Net Banking Payment Airtel,1105.61,INR,Net Banking,Debit,Bills,Mumbai,Maharashtra,India
3769,TXN003770,2018-12-31,11:31:19,Street Vendor,UPI/Street Vendor,61.72,INR,UPI,Debit,Other,Surat,Gujarat,India
3770,TXN003771,2018-12-31,11:44:33,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,7286.14,INR,Auto Debit,Debit,Bills,Chennai,Tamil Nadu,India
3771,TXN003772,2018-12-31,13:48:50,Chaayos,UPI/Paytm/Chaayos,728.78,INR,UPI,Debit,Food,Ahmedabad,Gujarat,India
3772,TXN003773,2018-12-31,15:31:30,Unknown Merchant,Debit Card Unknown Merchant,451.42,INR,Debit Card,Debit,Other,Bengaluru,Karnataka,India
3773,TXN003774,2018-12-31,18:10:13,Zepto,UPI/DR/306938058/Zepto,1085.95,INR,UPI,Debit,Groceries,Delhi,Delhi,India
3774,TXN003775,2019-01-01,09:49:40,BPCL,UPI/BPCL,2784.02,INR,UPI,Debit,Fuel,Noida,Uttar Pradesh,India
3775,TXN003776,2019-01-02,07:43:54,Local Hardware Store,Cash Withdrawal ATM,96.86,INR,Cash Withdrawal,Debit,Miscellaneous,Jaipur,Rajasthan,India
3776,TXN003777,2019-01-02,09:47:30,BigBasket,Debit Card BigBasket,926.74,INR,Debit Card,Debit,Groceries,Kolkata,West Bengal,India
3777,TXN003778,2019-01-03,18:52:49,Local Store,UPI/Local Store,2433.13,INR,UPI,Debit,Other,Chennai,Tamil Nadu,India
3778,TXN003779,2019-01-03,20:39:38,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,2941.95,INR,Auto Debit,Debit,Bills,Noida,Uttar Pradesh,India
3779,TXN003780,2019-01-03,22:17:23,Bakery,UPI/Bakery,355.49,INR,UPI,Debit,Other,Mumbai,Maharashtra,India
3780,TXN003781,2019-01-04,10:42:55,Jio,Net Banking Payment Jio,9054.4,INR,Net Banking,Debit,Bills,Bengaluru,Karnataka,India
3781,TXN003782,2019-01-04,16:47:34,Jio,UPI/Jio,318.0,INR,UPI,Debit,Bills,Delhi,Delhi,India
3782,TXN003783,2019-01-05,07:08:21,Indian Oil,UPI/Indian Oil,2499.92,INR,UPI,Debit,Fuel,Indore,Madhya Pradesh,India
3783,TXN003784,2019-01-05,09:53:27,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,3527.9,INR,Auto Debit,Debit,Bills,Indore,Madhya Pradesh,India
3784,TXN003785,2019-01-05,10:17:39,BEST,UPI/BEST,1210.5,INR,UPI,Debit,Bills,Hyderabad,Telangana,India
3785,TXN003786,2019-01-05,19:54:44,Tailor,UPI/Tailor,1328.54,INR,UPI,Debit,Other,Kochi,Kerala,India
3786,TXN003787,2019-01-05,21:55:57,Spotify,Auto Debit Spotify Subscription,343.94,INR,Auto Debit,Debit,Subscription,Jaipur,Rajasthan,India
3787,TXN003788,2019-01-06,07:28:43,Fruit Vendor,UPI/Fruit Vendor,358.14,INR,UPI,Debit,Other,Indore,Madhya Pradesh,India
3788,TXN003789,2019-01-06,12:31:50,DMart,UPI/DR/937252824/DMart,1213.3,INR,UPI,Debit,Groceries,Delhi,Delhi,India
3789,TXN003790,2019-01-06,14:47:28,Jio Fiber,UPI/Jio Fiber,2315.5,INR,UPI,Debit,Bills,Noida,Uttar Pradesh,India
3790,TXN003791,2019-01-07,09:17:48,Barbeque Nation,Debit Card Barbeque Nation,687.91,INR,Debit Card,Debit,Food,Mumbai,Maharashtra,India
3791,TXN003792,2019-01-07,14:10:38,Flower Shop,UPI/Flower Shop,371.02,INR,UPI,Debit,Other,Chennai,Tamil Nadu,India
3792,TXN003793,2019-01-07,21:29:52,Blinkit,UPI/DR/304632391/Blinkit,1652.68,INR,UPI,Debit,Groceries,Delhi,Delhi,India
3793,TXN003794,2019-01-07,23:29:47,Flipkart,Debit Card Flipkart,485.28,INR,Debit Card,Debit,Shopping,Delhi,Delhi,India
3794,TXN003795,2019-01-08,08:53:33,HDFC Ergo,Net Banking Payment HDFC Ergo Insurance Premium,8337.12,INR,Net Banking,Debit,Insurance,Hyderabad,Telangana,India
3795,TXN003796,2019-01-08,10:51:33,Local Wine & Beer Shop,Debit Card Local Wine & Beer Shop,116.0,INR,Debit Card,Debit,Food,Bengaluru,Karnataka,India
3796,TXN003797,2019-01-08,12:14:43,Indian Oil,Debit Card Indian Oil,2364.91,INR,Debit Card,Debit,Fuel,Bengaluru,Karnataka,India
3797,TXN003798,2019-01-08,18:53:26,Nature's Basket,UPI/DR/253235987/Nature's Basket,300.0,INR,UPI,Debit,Groceries,Jaipur,Rajasthan,India
3798,TXN003799,2019-01-09,08:32:48,HP Gas,Auto Debit HP Gas,403.59,INR,Auto Debit,Debit,Bills,Pune,Maharashtra,India
3799,TXN003800,2019-01-10,08:26:42,DMart,UPI/DR/811335671/DMart,951.37,INR,UPI,Debit,Groceries,Indore,Madhya Pradesh,India
3800,TXN003801,2019-01-10,10:40:11,Ola,UPI/Ola,372.22,INR,UPI,Debit,Miscellaneous,Indore,Madhya Pradesh,India
3801,TXN003802,2019-01-10,12:12:09,BigBasket,UPI/DR/921921869/BigBasket,567.66,INR,UPI,Debit,Groceries,Noida,Uttar Pradesh,India
3802,TXN003803,2019-01-10,17:14:15,Myntra,POS Purchase Myntra,411.52,INR,Credit Card,Debit,Shopping,Mumbai,Maharashtra,India
3803,TXN003804,2019-01-11,10:18:29,Zomato,Debit Card Zomato,399.09,INR,Debit Card,Debit,Food,Hyderabad,Telangana,India
3804,TXN003805,2019-01-11,11:05:09,House Rent Payment,IMPS Rent Payment,36295.24,INR,IMPS,Debit,Rent,Jaipur,Rajasthan,India
3805,TXN003806,2019-01-11,11:17:09,Jio Fiber,Auto Debit Jio Fiber,1831.51,INR,Auto Debit,Debit,Bills,Surat,Gujarat,India
3806,TXN003807,2019-01-11,15:28:00,EatClub,UPI/Paytm/EatClub,685.65,INR,UPI,Debit,Food,Nagpur,Maharashtra,India
3807,TXN003808,2019-01-12,02:45:41,BigBasket,UPI/DR/140118673/BigBasket,721.38,INR,UPI,Debit,Groceries,Delhi,Delhi,India
3808,TXN003809,2019-01-12,10:05:27,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,1981.5,INR,Auto Debit,Debit,Bills,Kochi,Kerala,India
3809,TXN003810,2019-01-12,14:27:47,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,5290.63,INR,Net Banking,Debit,Bills,Noida,Uttar Pradesh,India
3810,TXN003811,2019-01-12,18:13:58,Domino's India,POS Purchase Domino's India,225.85,INR,Credit Card,Debit,Food,Pune,Maharashtra,India
3811,TXN003812,2019-01-12,18:35:59,BEST,Net Banking Payment BEST,3514.28,INR,Net Banking,Debit,Bills,Kolkata,West Bengal,India
3812,TXN003813,2019-01-12,18:40:53,Local Wine & Beer Shop,Debit Card Local Wine & Beer Shop,1613.93,INR,Debit Card,Debit,Food,Mumbai,Maharashtra,India
3813,TXN003814,2019-01-12,21:05:38,Amazon India,POS Purchase Amazon India,3517.35,INR,Credit Card,Debit,Shopping,Bengaluru,Karnataka,India
3814,TXN003815,2019-01-13,08:02:05,General Store,UPI/General Store,593.0,INR,UPI,Debit,Other,Ahmedabad,Gujarat,India
3815,TXN003816,2019-01-14,08:33:40,Flipkart,UPI Payment Flipkart,288.0,INR,UPI,Debit,Shopping,Hyderabad,Telangana,India
3816,TXN003817,2019-01-14,12:41:06,Municipal Water Department,Net Banking Payment Municipal Water Department,718.0,INR,Net Banking,Debit,Bills,Kochi,Kerala,India
3817,TXN003818,2019-01-14,12:51:42,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,2503.66,INR,Auto Debit,Debit,Bills,Kochi,Kerala,India
3818,TXN003819,2019-01-14,14:36:43,Credit Card Bill Payment,UPI/Credit Card Bill Payment,3507.04,INR,UPI,Debit,Bills,Delhi,Delhi,India
3819,TXN003820,2019-01-14,20:09:15,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,6221.93,INR,Auto Debit,Debit,Bills,Noida,Uttar Pradesh,India
3820,TXN003821,2019-01-14,21:16:21,Employer Salary Credit,NEFT Salary Credit,55998.36,INR,NEFT,Credit,Salary,Jaipur,Rajasthan,India
3821,TXN003822,2019-01-15,10:30:14,Amazon Prime,Auto Debit Amazon Prime Subscription,149.0,INR,Auto Debit,Debit,Subscription,Surat,Gujarat,India
3822,TXN003823,2019-01-15,16:29:52,Naturals Salon,UPI/Naturals Salon,4640.69,INR,UPI,Debit,Miscellaneous,Kolkata,West Bengal,India
3823,TXN003824,2019-01-15,22:11:24,Employer Salary Credit,NEFT Salary Credit,62172.08,INR,NEFT,Credit,Salary,Lucknow,Uttar Pradesh,India
3824,TXN003825,2019-01-16,17:52:01,Airtel,Net Banking Payment Airtel,1060.74,INR,Net Banking,Debit,Bills,Lucknow,Uttar Pradesh,India
3825,TXN003826,2019-01-16,22:01:00,Chaayos,UPI/Paytm/Chaayos,116.0,INR,UPI,Debit,Food,Noida,Uttar Pradesh,India
3826,TXN003827,2019-01-17,10:33:26,Jio,Auto Debit Jio,2724.38,INR,Auto Debit,Debit,Bills,Pune,Maharashtra,India
3827,TXN003828,2019-01-17,16:08:56,HPCL,UPI/HPCL,2424.69,INR,UPI,Debit,Fuel,Nagpur,Maharashtra,India
3828,TXN003829,2019-01-18,11:20:17,Rapido,POS Purchase Rapido,3475.39,INR,Credit Card,Debit,Miscellaneous,Pune,Maharashtra,India
3829,TXN003830,2019-01-18,13:41:24,Zepto,UPI/DR/977357994/Zepto,1932.15,INR,UPI,Debit,Groceries,Ahmedabad,Gujarat,India
3830,TXN003831,2019-01-18,20:20:49,Home Depot India,UPI/Home Depot India,453.14,INR,UPI,Debit,Miscellaneous,Chennai,Tamil Nadu,India
3831,TXN003832,2019-01-19,08:01:45,Third Wave Coffee,UPI/Paytm/Third Wave Coffee,908.73,INR,UPI,Debit,Food,Mumbai,Maharashtra,India
3832,TXN003833,2019-01-19,09:14:34,Bharat Gas,Auto Debit Bharat Gas,1662.79,INR,Auto Debit,Debit,Bills,Mumbai,Maharashtra,India
3833,TXN003834,2019-01-19,18:45:36,BigBasket,Debit Card BigBasket,1407.74,INR,Debit Card,Debit,Groceries,Kochi,Kerala,India
3834,TXN003835,2019-01-19,20:15:31,BookMyShow,Debit Card BookMyShow,547.9,INR,Debit Card,Debit,Entertainment,Ahmedabad,Gujarat,India
3835,TXN003836,2019-01-20,05:06:48,Kirana Shop,UPI/Kirana Shop,2273.6,INR,UPI,Debit,Other,Indore,Madhya Pradesh,India
3836,TXN003837,2019-01-20,10:27:22,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,187.0,INR,Auto Debit,Debit,Bills,Mumbai,Maharashtra,India
3837,TXN003838,2019-01-21,08:31:06,House Rent Payment,IMPS Rent Payment,7715.14,INR,IMPS,Debit,Rent,Pune,Maharashtra,India
3838,TXN003839,2019-01-21,12:41:05,Local Wine & Beer Shop,UPI/Paytm/Local Wine & Beer Shop,263.8,INR,UPI,Debit,Food,Jaipur,Rajasthan,India
3839,TXN003840,2019-01-21,20:59:56,Myntra,POS Purchase Myntra,288.0,INR,Credit Card,Debit,Shopping,Ahmedabad,Gujarat,India
3840,TXN003841,2019-01-22,05:13:24,Myntra,POS Purchase Myntra,288.0,INR,Credit Card,Debit,Shopping,Jaipur,Rajasthan,India
3841,TXN003842,2019-01-22,10:00:30,BigBasket,POS Purchase BigBasket,1330.86,INR,Credit Card,Debit,Groceries,Kolkata,West Bengal,India
3842,TXN003843,2019-01-22,12:40:06,Airtel,Net Banking Payment Airtel,2385.84,INR,Net Banking,Debit,Bills,Delhi,Delhi,India
3843,TXN003844,2019-01-22,13:17:18,Flipkart,POS Purchase Flipkart,405.6,INR,Credit Card,Debit,Shopping,Hyderabad,Telangana,India
3844,TXN003845,2019-01-22,13:41:45,Tata Play,UPI/Tata Play,333.18,INR,UPI,Debit,Subscription,Delhi,Delhi,India
3845,TXN003846,2019-01-22,13:47:42,Zomato,UPI/Paytm/Zomato,746.46,INR,UPI,Debit,Food,Mumbai,Maharashtra,India
3846,TXN003847,2019-01-22,17:05:32,HDFC Ergo,Auto Debit HDFC Ergo Insurance Premium,8829.58,INR,Auto Debit,Debit,Insurance,Ahmedabad,Gujarat,India
3847,TXN003848,2019-01-22,18:59:51,Ajio,Debit Card Ajio,288.0,INR,Debit Card,Debit,Shopping,Noida,Uttar Pradesh,India
3848,TXN003849,2019-01-23,11:53:33,Local Services,UPI/Local Services,902.64,INR,UPI,Debit,Other,Kochi,Kerala,India
3849,TXN003850,2019-01-23,12:46:30,BEST,Net Banking Payment BEST,2170.57,INR,Net Banking,Debit,Bills,Noida,Uttar Pradesh,India
3850,TXN003851,2019-01-23,15:43:40,DMart,Debit Card DMart,683.58,INR,Debit Card,Debit,Groceries,Bengaluru,Karnataka,India
3851,TXN003852,2019-01-23,20:06:57,HPCL,UPI/HPCL,2587.4,INR,UPI,Debit,Fuel,Lucknow,Uttar Pradesh,India
3852,TXN003853,2019-01-24,10:48:30,Faasos,UPI/Paytm/Faasos,1094.2,INR,UPI,Debit,Food,Kolkata,West Bengal,India
3853,TXN003854,2019-01-24,14:25:31,Cafe Coffee Day,UPI/Paytm/Cafe Coffee Day,116.0,INR,UPI,Debit,Food,Bengaluru,Karnataka,India
3854,TXN003855,2019-01-24,16:46:30,DMart,Debit Card DMart,853.73,INR,Debit Card,Debit,Groceries,Lucknow,Uttar Pradesh,India
3855,TXN003856,2019-01-24,19:18:16,House Rent Payment,IMPS Rent Payment,8178.67,INR,IMPS,Debit,Rent,Surat,Gujarat,India
3856,TXN003857,2019-01-25,07:34:52,McDonald's India,UPI/Paytm/McDonald's India,116.0,INR,UPI,Debit,Food,Lucknow,Uttar Pradesh,India
3857,TXN003858,2019-01-25,12:25:22,Nykaa,UPI Payment Nykaa,288.0,INR,UPI,Debit,Shopping,Hyderabad,Telangana,India
3858,TXN003859,2019-01-25,12:46:49,BEST,Auto Debit BEST,327.75,INR,Auto Debit,Debit,Bills,Hyderabad,Telangana,India
3859,TXN003860,2019-01-25,12:49:33,Adani Electricity,Auto Debit Adani Electricity,1550.28,INR,Auto Debit,Debit,Bills,Chennai,Tamil Nadu,India
3860,TXN003861,2019-01-25,19:07:02,McDonald's India,POS Purchase McDonald's India,534.01,INR,Credit Card,Debit,Food,Delhi,Delhi,India
3861,TXN003862,2019-01-26,00:58:55,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,6614.26,INR,Auto Debit,Debit,Bills,Hyderabad,Telangana,India
3862,TXN003863,2019-01-26,06:47:43,BEST,Auto Debit BEST,7639.04,INR,Auto Debit,Debit,Bills,Pune,Maharashtra,India
3863,TXN003864,2019-01-26,13:03:04,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,5381.68,INR,Net Banking,Debit,Bills,Hyderabad,Telangana,India
3864,TXN003865,2019-01-26,14:02:46,BEST,Net Banking Payment BEST,1114.28,INR,Net Banking,Debit,Bills,Chennai,Tamil Nadu,India
3865,TXN003866,2019-01-27,13:40:51,Blinkit,UPI/DR/688078280/Blinkit,1190.69,INR,UPI,Debit,Groceries,Nagpur,Maharashtra,India
3866,TXN003867,2019-01-27,14:14:28,LIC,Auto Debit LIC Insurance Premium,8405.16,INR,Auto Debit,Debit,Insurance,Lucknow,Uttar Pradesh,India
3867,TXN003868,2019-01-27,16:26:01,Reliance Fresh,UPI/DR/146325879/Reliance Fresh,677.75,INR,UPI,Debit,Groceries,Surat,Gujarat,India
3868,TXN003869,2019-01-27,22:50:13,BookMyShow,Debit Card BookMyShow,326.07,INR,Debit Card,Debit,Entertainment,Delhi,Delhi,India
3869,TXN003870,2019-01-28,11:38:59,BPCL,UPI/BPCL,1757.97,INR,UPI,Debit,Fuel,Bengaluru,Karnataka,India
3870,TXN003871,2019-01-28,13:25:27,BEST,Auto Debit BEST,1648.91,INR,Auto Debit,Debit,Bills,Hyderabad,Telangana,India
3871,TXN003872,2019-01-28,14:37:27,HP Gas,Net Banking Payment HP Gas,3410.97,INR,Net Banking,Debit,Bills,Nagpur,Maharashtra,India
3872,TXN003873,2019-01-28,15:40:37,Zepto,Debit Card Zepto,300.0,INR,Debit Card,Debit,Groceries,Jaipur,Rajasthan,India
3873,TXN003874,2019-01-29,10:53:12,Zepto,UPI/DR/161877074/Zepto,699.19,INR,UPI,Debit,Groceries,Kochi,Kerala,India
3874,TXN003875,2019-01-30,10:08:56,Domino's India,UPI/Paytm/Domino's India,156.26,INR,UPI,Debit,Food,Hyderabad,Telangana,India
3875,TXN003876,2019-01-30,11:31:09,The Beer Cafe,UPI/Paytm/The Beer Cafe,394.12,INR,UPI,Debit,Food,Lucknow,Uttar Pradesh,India
3876,TXN003877,2019-01-30,13:09:02,DMart,Debit Card DMart,1101.76,INR,Debit Card,Debit,Groceries,Pune,Maharashtra,India
3877,TXN003878,2019-01-30,13:56:36,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,341.39,INR,Net Banking,Debit,Bills,Hyderabad,Telangana,India
3878,TXN003879,2019-01-30,18:05:28,Ola,UPI/Ola,60.0,INR,UPI,Debit,Miscellaneous,Noida,Uttar Pradesh,India
3879,TXN003880,2019-01-30,19:22:57,Indian Oil,UPI/Indian Oil,2947.67,INR,UPI,Debit,Fuel,Lucknow,Uttar Pradesh,India
