transaction_date,amount
2018-04-04,1851.51
2018-04-04,372.86
2018-04-04,2025.56
2018-04-04,913.15
2018-04-04,8001.03
2018-04-04,288.0
2018-04-04,1035.42
2018-04-04,1488.39
2018-04-05,300.0
2018-04-05,4155.1
2018-04-05,300.0
2018-04-05,2979.29
2018-04-05,734.79
2018-04-06,339.91
2018-04-07,683.69
2018-04-07,443.56
2018-04-07,2477.96
2018-04-07,5385.57
2018-04-07,176.51
2018-04-08,1412.91
2018-04-08,1591.64
2018-04-08,47566.28
2018-04-08,288.0
2018-04-09,286.65
2018-04-09,762.41
2018-04-09,4004.28
2018-04-09,479.91
2018-04-09,308.86
2018-04-09,288.0
2018-04-09,436.38
2018-04-09,494.43
2018-04-10,37608.1
2018-04-10,116.0
2018-04-10,1187.67
2018-04-10,169.17
2018-04-10,2664.41
2018-04-10,456.44
2018-04-11,28930.95
2018-04-11,1970.07
2018-04-11,2674.21
2018-04-11,3640.8
2018-04-11,116.0
2018-04-12,1001.36
2018-04-12,7603.84
2018-04-12,361.05
2018-04-12,2782.86
2018-04-12,1292.2
2018-04-13,416.17
2018-04-13,1057.11
2018-04-13,3529.76
2018-04-13,963.42
2018-04-13,2773.71
2018-04-14,1862.0
2018-04-14,678.63
2018-04-14,443.78
2018-04-14,455.34
2018-04-14,729.45
2018-04-15,3834.63
2018-04-15,863.63
2018-04-15,116.0
2018-04-15,558.74
2018-04-15,8796.7
2018-04-16,288.0
2018-04-16,788.37
2018-04-16,260.52
2018-04-16,12588.12
2018-04-16,2960.66
2018-04-16,422.28
2018-04-17,60.0
2018-04-17,560.08
2018-04-17,116.0
2018-04-17,2856.68
2018-04-17,3985.4
2018-04-18,145.6
2018-04-18,116.0
2018-04-18,288.0
2018-04-18,478.76
2018-04-18,463.42
2018-04-18,658.51
2018-04-18,379.56
2018-04-18,2409.82
2018-04-18,171.85
2018-04-19,1049.51
2018-04-19,2373.78
2018-04-19,37667.92
2018-04-19,3343.58
2018-04-19,333.8
2018-04-19,116.0
2018-04-19,300.0
2018-04-19,5456.62
2018-04-19,291.55
2018-04-19,460.8
2018-04-20,149.0
2018-04-20,223.32
2018-04-20,590.48
2018-04-20,952.61
2018-04-21,169.8
2018-04-21,658.76
2018-04-21,116.0
2018-04-21,277.66
2018-04-21,5700.34
2018-04-21,116.0
2018-04-22,372.55
2018-04-22,2025.24
2018-04-22,393.57
2018-04-22,261.09
2018-04-22,356.15
2018-04-22,34.72
2018-04-22,379.85
2018-04-22,1924.13
2018-04-23,8269.39
2018-04-23,3048.13
2018-04-23,225.0
2018-04-23,120.79
2018-04-23,1970.2
2018-04-24,1219.46
2018-04-24,764.03
2018-04-24,287.93
2018-04-24,1583.13
2018-04-24,1030.99
2018-04-24,1732.03
2018-04-24,247.48
2018-04-24,769.31
2018-04-25,145.32
2018-04-25,278.19
2018-04-25,12420.95
2018-04-25,288.0
2018-04-25,317.53
2018-04-26,1451.05
2018-04-26,337.96
2018-04-26,605.35
2018-04-26,596.13
2018-04-26,302.5
2018-04-26,683.57
2018-04-26,2420.61
2018-04-26,116.0
2018-04-26,1207.76
2018-04-26,49436.77
2018-04-26,1950.66
2018-04-26,591.84
2018-04-27,2039.26
2018-04-27,423.36
2018-04-27,288.0
2018-04-27,2696.01
2018-04-27,2743.85
2018-04-28,794.3
2018-04-28,177.93
2018-04-28,3026.19
2018-04-28,1396.41
2018-04-28,1801.64
2018-04-28,394.47
2018-04-29,4043.87
2018-04-29,2479.88
2018-04-29,2199.04
2018-04-29,532.19
2018-04-29,62799.59
2018-04-30,35678.35
2018-04-30,953.34
2018-04-30,1152.98
2018-04-30,1341.12
2018-04-30,1224.49
2018-04-30,1035.4
2018-04-30,570.23
2018-04-30,2530.05
2018-05-01,951.2
2018-05-01,647.53
2018-05-01,1619.85
2018-05-01,502.32
2018-05-01,1223.96
2018-05-01,2127.44
2018-05-02,2590.2
2018-05-02,2722.19
2018-05-02,338.81
2018-05-02,2018.47
2018-05-02,116.0
2018-05-03,8065.67
2018-05-03,2652.14
2018-05-03,329.51
2018-05-03,850.0
2018-05-03,1961.32
2018-05-03,541.79
2018-05-03,48722.46
2018-05-03,2937.15
2018-05-03,3335.07
2018-05-04,2624.75
2018-05-04,192.72
2018-05-04,4157.99
2018-05-04,5000.0
2018-05-04,288.0
2018-05-05,45517.82
2018-05-05,1286.53
2018-05-05,1173.79
2018-05-05,262.1
2018-05-05,143.26
2018-05-06,63990.66
2018-05-06,370.99
2018-05-06,2498.61
2018-05-06,661.27
2018-05-06,814.45
2018-05-07,393.94
2018-05-07,369.5
2018-05-07,1166.98
2018-05-08,40246.74
2018-05-08,1049.42
2018-05-08,323.64
2018-05-08,231.48
2018-05-08,116.0
2018-05-08,3713.76
2018-05-09,116.0
2018-05-09,617.25
2018-05-09,7434.08
2018-05-09,296.46
2018-05-09,2486.18
2018-05-09,41600.71
2018-05-10,330.35
2018-05-10,2916.36
2018-05-10,681.64
2018-05-10,485.41
2018-05-10,2159.65
2018-05-11,229.66
2018-05-11,511.62
2018-05-11,3497.7
2018-05-11,1479.63
2018-05-12,2712.4
2018-05-12,2559.28
2018-05-13,899.55
2018-05-13,823.98
2018-05-13,861.63
2018-05-13,2404.29
2018-05-13,2025.93
2018-05-13,614.14
2018-05-14,906.27
2018-05-14,300.0
2018-05-14,2353.34
2018-05-14,149.0
2018-05-14,288.0
2018-05-15,46416.94
2018-05-15,288.0
2018-05-15,1416.99
2018-05-15,300.0
2018-05-16,271.92
2018-05-16,484.57
2018-05-16,310.07
2018-05-17,1234.84
2018-05-17,3897.07
2018-05-17,1937.56
2018-05-18,853.93
2018-05-18,1351.8
2018-05-18,449.75
2018-05-18,187.0
2018-05-18,41317.41
2018-05-19,463.29
2018-05-19,13480.45
2018-05-19,1336.42
2018-05-19,1625.65
2018-05-20,1391.55
2018-05-20,407.79
2018-05-20,289.98
2018-05-20,817.46
2018-05-20,354.61
2018-05-21,131.42
2018-05-21,2107.6
2018-05-21,684.4
2018-05-21,3337.03
2018-05-21,380.36
2018-05-21,1214.62
2018-05-22,300.0
2018-05-22,288.0
2018-05-22,288.0
2018-05-22,137.56
2018-05-22,3097.93
2018-05-22,2067.24
2018-05-22,8380.51
2018-05-22,3501.41
2018-05-23,1372.08
2018-05-23,5095.65
2018-05-23,800.34
2018-05-23,1365.34
2018-05-23,811.42
2018-05-23,35931.76
2018-05-23,730.89
2018-05-23,288.0
2018-05-23,34723.26
2018-05-24,6907.28
2018-05-24,526.17
2018-05-25,2238.82
2018-05-25,931.02
2018-05-25,658.14
2018-05-25,535.56
2018-05-26,2304.44
2018-05-27,1050.82
2018-05-27,675.16
2018-05-28,167.54
2018-05-28,45843.78
2018-05-28,7998.52
2018-05-28,278.8
2018-05-28,36701.32
2018-05-28,202.56
2018-05-29,940.37
2018-05-29,858.03
2018-05-30,1130.63
2018-05-30,1420.08
2018-05-30,2746.01
2018-05-30,116.0
2018-05-30,1100.32
2018-05-30,2629.42
2018-05-30,250.6
2018-05-30,3439.84
2018-05-30,2107.08
2018-05-31,187.0
2018-05-31,116.0
2018-05-31,1261.11
2018-05-31,1570.57
2018-05-31,629.93
2018-05-31,3768.86
2018-05-31,187.0
2018-05-31,564.62
2018-06-01,4489.62
2018-06-01,8953.06
2018-06-02,2867.93
2018-06-02,6875.5
2018-06-02,130.03
2018-06-02,3370.65
2018-06-03,1019.6
2018-06-03,3987.61
2018-06-03,742.29
2018-06-03,245.93
2018-06-04,455.27
2018-06-04,962.59
2018-06-04,838.21
2018-06-04,1154.94
2018-06-04,1439.87
2018-06-05,642.17
2018-06-05,1188.37
2018-06-05,4577.46
2018-06-05,187.0
2018-06-05,3918.36
2018-06-05,116.0
2018-06-05,301.11
2018-06-05,150.62
2018-06-05,881.0
2018-06-06,437.94
2018-06-06,8075.36
2018-06-06,2777.16
2018-06-06,288.0
2018-06-06,147.88
2018-06-06,3195.47
2018-06-06,383.91
2018-06-07,12214.53
2018-06-07,759.47
2018-06-07,116.0
2018-06-07,353.87
2018-06-07,1106.87
2018-06-08,116.0
2018-06-08,785.88
2018-06-08,1315.09
2018-06-08,69.16
2018-06-08,1398.82
2018-06-08,145.02
2018-06-08,4036.78
2018-06-09,779.4
2018-06-09,41362.59
2018-06-09,3090.63
2018-06-09,69.39
2018-06-09,397.61
2018-06-09,60.34
2018-06-10,187.0
2018-06-10,1290.54
2018-06-11,8783.69
2018-06-11,43127.43
2018-06-11,536.09
2018-06-11,468.43
2018-06-11,12749.75
2018-06-12,6331.71
2018-06-12,587.17
2018-06-12,740.56
2018-06-12,288.0
2018-06-12,2791.73
2018-06-13,3259.65
2018-06-13,3061.18
2018-06-13,555.29
2018-06-13,1575.23
2018-06-13,116.0
2018-06-13,641.34
2018-06-13,2391.37
2018-06-13,627.48
2018-06-14,825.39
2018-06-14,490.4
2018-06-15,1111.53
2018-06-15,736.06
2018-06-15,288.0
2018-06-15,497.59
2018-06-15,1086.31
2018-06-15,2941.09
2018-06-15,328.21
2018-06-15,376.19
2018-06-15,55535.43
2018-06-15,1029.24
2018-06-16,1956.61
2018-06-16,2652.67
2018-06-16,754.89
2018-06-16,1058.94
2018-06-16,1752.62
2018-06-16,1404.76
2018-06-16,339.67
2018-06-16,116.0
2018-06-16,684.17
2018-06-17,9894.69
2018-06-17,1768.51
2018-06-17,41585.43
2018-06-17,187.09
2018-06-18,4119.21
2018-06-18,1233.33
2018-06-19,3393.14
2018-06-19,3117.55
2018-06-19,5941.61
2018-06-19,817.22
2018-06-19,2411.64
2018-06-19,4408.55
2018-06-20,147.38
2018-06-20,2407.53
2018-06-20,1932.25
2018-06-20,37016.08
2018-06-20,42818.28
2018-06-20,388.21
2018-06-20,74.56
2018-06-21,677.86
2018-06-21,604.98
2018-06-21,536.55
2018-06-21,116.0
2018-06-22,300.0
2018-06-22,116.0
2018-06-22,2820.14
2018-06-22,5459.32
2018-06-23,2275.23
2018-06-23,1823.21
2018-06-23,1561.95
2018-06-23,1357.61
2018-06-23,12498.14
2018-06-23,956.71
2018-06-23,8081.03
2018-06-23,981.71
2018-06-24,404.31
2018-06-24,1008.58
2018-06-24,4206.6
2018-06-24,288.0
2018-06-24,46267.12
2018-06-25,529.13
2018-06-25,503.25
2018-06-25,613.49
2018-06-25,547.34
2018-06-25,2768.35
2018-06-25,149.0
2018-06-26,920.0
2018-06-26,1895.07
2018-06-26,427.85
2018-06-26,501.28
2018-06-26,223.08
2018-06-27,288.0
2018-06-27,2784.52
2018-06-27,491.67
2018-06-27,1103.56
2018-06-27,921.02
2018-06-27,799.79
2018-06-27,1126.18
2018-06-27,2468.49
2018-06-28,116.0
2018-06-28,198.81
2018-06-29,605.32
2018-06-29,1910.61
2018-06-29,460.43
2018-06-29,230.27
2018-06-29,782.05
2018-06-29,516.94
2018-06-29,2553.24
2018-06-29,724.47
2018-06-29,149.0
2018-06-29,2533.4
2018-06-29,1349.59
2018-06-29,814.83
2018-06-29,599.75
2018-06-30,6735.91
2018-06-30,453.36
2018-06-30,353.46
2018-06-30,200.0
2018-06-30,2358.51
2018-07-01,2174.78
2018-07-01,385.47
2018-07-01,149.0
2018-07-02,8656.61
2018-07-02,956.79
2018-07-02,2775.24
2018-07-02,159.72
2018-07-02,301.35
2018-07-03,3113.54
2018-07-03,648.18
2018-07-03,640.01
2018-07-03,2463.25
2018-07-04,921.03
2018-07-04,42117.09
2018-07-04,2474.76
2018-07-04,3854.44
2018-07-04,149.0
2018-07-04,527.05
2018-07-04,2815.32
2018-07-05,1489.87
2018-07-06,11583.88
2018-07-07,379.17
2018-07-07,116.0
2018-07-07,1662.31
2018-07-07,33.31
2018-07-07,481.36
2018-07-07,2449.17
2018-07-07,4126.45
2018-07-07,858.41
2018-07-08,770.88
2018-07-08,52762.45
2018-07-08,2129.03
2018-07-08,2426.73
2018-07-08,40113.86
2018-07-08,243.45
2018-07-10,1852.79
2018-07-10,179.05
2018-07-10,2729.42
2018-07-11,931.62
2018-07-11,722.61
2018-07-11,5950.44
2018-07-11,368.13
2018-07-11,729.52
2018-07-11,1695.08
2018-07-12,300.0
2018-07-12,371.65
2018-07-12,187.44
2018-07-13,3244.95
2018-07-13,2135.37
2018-07-13,37725.87
2018-07-13,1462.29
2018-07-13,6153.99
2018-07-14,3254.55
2018-07-14,1357.4
2018-07-14,3091.75
2018-07-14,168.05
2018-07-14,2149.78
2018-07-14,2790.15
2018-07-14,143.06
2018-07-15,253.82
2018-07-15,5572.09
2018-07-15,5256.29
2018-07-15,47421.89
2018-07-16,2000.2
2018-07-16,952.34
2018-07-16,116.0
2018-07-16,1053.32
2018-07-16,164.41
2018-07-16,259.51
2018-07-16,152.15
2018-07-16,300.0
2018-07-16,1715.8
2018-07-16,1176.57
2018-07-17,258.09
2018-07-17,4214.62
2018-07-17,531.96
2018-07-17,2116.02
2018-07-18,1782.67
2018-07-18,5876.53
2018-07-18,945.12
2018-07-18,762.85
2018-07-19,1941.2
2018-07-19,187.0
2018-07-19,669.16
2018-07-19,73.33
2018-07-19,1078.97
2018-07-19,45802.36
2018-07-20,899.36
2018-07-21,1949.91
2018-07-21,8590.92
2018-07-21,1372.6
2018-07-21,1821.85
2018-07-22,180.31
2018-07-22,682.66
2018-07-22,667.25
2018-07-22,2935.64
2018-07-23,8569.35
2018-07-23,724.7
2018-07-23,1977.66
2018-07-23,288.0
2018-07-23,300.0
2018-07-24,45435.29
2018-07-24,1305.49
2018-07-24,541.52
2018-07-24,10344.12
2018-07-24,288.0
2018-07-24,6443.89
2018-07-25,2144.03
2018-07-25,195.46
2018-07-25,2444.05
2018-07-25,149.0
2018-07-25,6665.56
2018-07-25,1713.54
2018-07-25,475.51
2018-07-25,151.7
2018-07-25,2593.68
2018-07-25,650.05
2018-07-26,491.94
2018-07-26,150.48
2018-07-26,961.25
2018-07-26,68241.2
2018-07-26,8046.59
2018-07-26,523.5
2018-07-27,3233.7
2018-07-27,5907.07
2018-07-27,1896.2
2018-07-27,3759.27
2018-07-27,1323.74
2018-07-28,5548.53
2018-07-28,288.0
2018-07-28,4162.8
2018-07-28,1613.91
2018-07-29,340.93
2018-07-29,1407.88
2018-07-29,3836.07
2018-07-29,6373.81
2018-07-29,237.73
2018-07-30,754.47
2018-07-30,657.62
2018-07-30,776.0
2018-07-30,651.28
2018-07-30,45894.24
2018-07-31,980.42
2018-07-31,218.29
2018-07-31,1223.91
2018-07-31,378.06
2018-08-01,269.42
2018-08-01,2608.2
2018-08-01,1657.85
2018-08-02,703.5
2018-08-02,607.77
2018-08-02,3962.54
2018-08-02,60.0
2018-08-02,7881.55
2018-08-02,124.8
2018-08-02,3827.59
2018-08-02,161.91
2018-08-03,540.12
2018-08-03,625.52
2018-08-03,254.91
2018-08-03,992.74
2018-08-03,116.0
2018-08-04,1580.0
2018-08-04,5000.0
2018-08-04,2250.69
2018-08-05,3519.91
2018-08-05,1090.93
2018-08-05,1063.79
2018-08-05,698.37
2018-08-05,8336.57
2018-08-05,300.0
2018-08-05,8171.27
2018-08-06,57328.47
2018-08-06,630.33
2018-08-07,105.08
2018-08-08,1512.87
2018-08-08,609.5
2018-08-08,5674.55
2018-08-08,2231.92
2018-08-08,116.0
2018-08-09,8177.52
2018-08-09,382.48
2018-08-10,454.58
2018-08-10,2884.37
2018-08-10,2159.76
2018-08-10,53031.42
2018-08-10,8860.99
2018-08-10,345.02
2018-08-10,477.93
2018-08-11,193.37
2018-08-11,1081.48
2018-08-11,5835.99
2018-08-12,309.52
2018-08-12,3397.04
2018-08-12,140.67
2018-08-13,1046.83
2018-08-13,413.64
2018-08-13,116.0
2018-08-13,1567.0
2018-08-14,3594.37
2018-08-14,4256.79
2018-08-14,149.79
2018-08-14,1527.84
2018-08-14,1659.67
2018-08-14,1130.9
2018-08-15,132.84
2018-08-16,288.0
2018-08-16,46185.36
2018-08-16,1267.39
2018-08-17,2990.0
2018-08-17,738.21
2018-08-18,2292.74
2018-08-18,288.0
2018-08-18,581.58
2018-08-19,172.07
2018-08-19,1363.66
2018-08-20,3377.94
2018-08-20,1800.58
2018-08-21,2037.85
2018-08-21,4755.64
2018-08-21,116.0
2018-08-21,11004.5
2018-08-21,201.13
2018-08-21,555.28
2018-08-22,378.72
2018-08-22,205.45
2018-08-23,177.85
2018-08-24,196.86
2018-08-24,288.0
2018-08-24,1851.32
2018-08-25,1654.32
2018-08-26,546.6
2018-08-26,2406.7
2018-08-26,149.0
2018-08-27,2368.36
2018-08-27,415.92
2018-08-27,769.16
2018-08-27,187.0
2018-08-27,2408.53
2018-08-28,1221.7
2018-08-29,2280.76
2018-08-29,2326.44
2018-08-29,225.75
2018-08-29,802.45
2018-08-29,213.6
2018-08-29,1379.34
2018-08-30,927.51
2018-08-30,973.62
2018-08-30,75.16
2018-08-30,3020.37
2018-08-30,332.13
2018-08-30,344.71
2018-08-31,187.89
2018-08-31,3601.82
2018-08-31,945.14
2018-08-31,288.0
2018-09-01,288.0
2018-09-01,2222.43
2018-09-01,4136.68
2018-09-01,182.77
2018-09-01,116.0
2018-09-01,929.11
2018-09-01,248.78
2018-09-01,48254.84
2018-09-02,515.6
2018-09-03,214.21
2018-09-03,526.71
2018-09-03,1364.58
2018-09-03,3195.84
2018-09-03,928.2
2018-09-03,550.57
2018-09-03,487.41
2018-09-04,506.08
2018-09-04,2141.69
2018-09-04,1533.28
2018-09-05,2584.47
2018-09-05,2538.45
2018-09-05,212.37
2018-09-05,2886.57
2018-09-06,1647.86
2018-09-06,457.85
2018-09-06,288.0
2018-09-06,195.19
2018-09-06,393.12
2018-09-06,2472.55
2018-09-06,1406.75
2018-09-07,117.66
2018-09-07,3273.45
2018-09-07,1248.8
2018-09-08,580.59
2018-09-08,296.46
2018-09-08,340.31
2018-09-08,2382.42
2018-09-09,2280.3
2018-09-09,187.0
2018-09-09,472.82
2018-09-09,982.15
2018-09-10,1459.41
2018-09-10,1300.61
2018-09-10,1503.48
2018-09-10,452.52
2018-09-10,1024.15
2018-09-10,688.43
2018-09-10,866.58
2018-09-10,1584.76
2018-09-10,246.99
2018-09-11,564.03
2018-09-11,1097.45
2018-09-11,1902.19
2018-09-11,3928.01
2018-09-11,482.74
2018-09-12,1021.45
2018-09-12,289.48
2018-09-12,4361.59
2018-09-12,205.24
2018-09-12,1763.48
2018-09-12,396.6
2018-09-12,3850.66
2018-09-12,2923.96
2018-09-13,1525.27
2018-09-14,1145.86
2018-09-14,396.18
2018-09-14,731.22
2018-09-14,1724.03
2018-09-14,249.62
2018-09-15,12197.62
2018-09-15,44737.05
2018-09-15,942.73
2018-09-16,288.0
2018-09-16,2011.51
2018-09-16,58887.48
2018-09-17,288.0
2018-09-17,3122.9
2018-09-17,78.1
2018-09-17,127.89
2018-09-17,337.61
2018-09-17,428.29
2018-09-17,4791.24
2018-09-17,216.82
2018-09-18,4381.49
2018-09-18,8316.46
2018-09-18,1008.65
2018-09-18,4914.92
2018-09-18,300.0
2018-09-19,1176.68
2018-09-19,1218.96
2018-09-19,179.46
2018-09-19,727.16
2018-09-20,170.36
2018-09-20,821.77
2018-09-20,1800.86
2018-09-20,701.41
2018-09-20,129.56
2018-09-20,859.14
2018-09-20,316.15
2018-09-20,803.19
2018-09-21,328.26
2018-09-21,401.64
2018-09-21,553.48
2018-09-21,1908.86
2018-09-21,862.89
2018-09-21,1096.92
2018-09-21,2074.43
2018-09-21,1210.75
2018-09-21,922.53
2018-09-21,546.43
2018-09-22,2873.29
2018-09-22,2335.29
2018-09-22,3653.69
2018-09-22,659.86
2018-09-22,3200.47
2018-09-22,3406.1
2018-09-23,239.98
2018-09-23,4110.68
2018-09-23,372.41
2018-09-23,311.39
2018-09-24,3474.71
2018-09-24,288.0
2018-09-24,2729.29
2018-09-24,187.0
2018-09-24,574.41
2018-09-24,246.47
2018-09-25,1705.74
2018-09-25,1763.21
2018-09-25,1238.2
2018-09-25,979.76
2018-09-25,2123.36
2018-09-25,396.47
2018-09-25,1200.93
2018-09-26,149.0
2018-09-26,2472.08
2018-09-26,116.0
2018-09-26,187.0
2018-09-26,288.0
2018-09-26,1155.49
2018-09-26,116.0
2018-09-27,586.63
2018-09-27,116.0
2018-09-27,666.19
2018-09-27,249.9
2018-09-28,2540.6
2018-09-28,2893.13
2018-09-28,1496.16
2018-09-28,268.5
2018-09-28,522.43
2018-09-28,50121.77
2018-09-28,2875.04
2018-09-29,2173.21
2018-09-29,330.55
2018-09-29,2938.35
2018-09-29,159.38
2018-09-29,47390.24
2018-09-29,288.0
2018-09-29,528.1
2018-09-29,596.89
2018-09-29,225.15
2018-09-29,2208.48
2018-09-30,382.14
2018-09-30,288.0
2018-09-30,714.23
2018-09-30,744.12
2018-09-30,288.0
2018-09-30,3331.23
2018-09-30,2187.64
2018-09-30,1495.74
2018-10-01,3757.84
2018-10-01,288.0
2018-10-02,1444.23
2018-10-02,368.12
2018-10-02,318.83
2018-10-02,4075.15
2018-10-03,116.0
2018-10-03,1673.94
2018-10-03,1486.27
2018-10-03,3739.66
2018-10-03,2434.27
2018-10-03,149.0
2018-10-03,1635.66
2018-10-03,720.38
2018-10-04,365.39
2018-10-04,407.87
2018-10-04,45.82
2018-10-04,1227.02
2018-10-04,1595.46
2018-10-04,855.88
2018-10-04,4846.03
2018-10-05,655.84
2018-10-05,3707.69
2018-10-06,1420.39
2018-10-06,88.18
2018-10-06,123.68
2018-10-07,2235.96
2018-10-07,81.73
2018-10-08,1842.74
2018-10-08,3747.9
2018-10-09,3039.27
2018-10-09,403.48
2018-10-10,409.67
2018-10-10,4131.23
2018-10-10,288.0
2018-10-11,975.6
2018-10-11,236.72
2018-10-12,3585.23
2018-10-12,1917.57
2018-10-12,3168.78
2018-10-12,288.0
2018-10-12,225.39
2018-10-12,3492.03
2018-10-13,8423.9
2018-10-13,1620.18
2018-10-13,2980.17
2018-10-13,3003.78
2018-10-14,8441.21
2018-10-14,300.0
2018-10-15,175.93
2018-10-15,1887.9
2018-10-15,116.0
2018-10-15,2537.97
2018-10-15,167.21
2018-10-16,149.0
2018-10-16,205.3
2018-10-16,614.49
2018-10-16,337.64
2018-10-17,703.43
2018-10-18,864.98
2018-10-18,490.45
2018-10-18,116.0
2018-10-19,48070.6
2018-10-19,1697.05
2018-10-19,380.44
2018-10-19,429.07
2018-10-20,234.5
2018-10-20,831.69
2018-10-20,150.66
2018-10-20,1362.55
2018-10-20,1523.77
2018-10-20,319.41
2018-10-21,288.0
2018-10-21,237.02
2018-10-21,997.5
2018-10-21,116.0
2018-10-21,1601.11
2018-10-22,1147.5
2018-10-22,787.9
2018-10-22,1842.15
2018-10-22,918.19
2018-10-22,1344.72
2018-10-23,45805.96
2018-10-23,1695.79
2018-10-24,504.5
2018-10-24,213.6
2018-10-25,684.16
2018-10-25,2053.09
2018-10-25,739.76
2018-10-26,1345.3
2018-10-26,591.32
2018-10-27,187.0
2018-10-27,1260.27
2018-10-27,526.8
2018-10-27,157.47
2018-10-28,1321.61
2018-10-30,42775.53
2018-10-30,324.82
2018-10-31,5505.56
2018-10-31,541.39
2018-10-31,263.45
2018-10-31,892.33
2018-10-31,2965.1
2018-11-01,306.58
2018-11-01,33223.2
2018-11-01,440.41
2018-11-01,730.58
2018-11-01,35646.96
2018-11-01,541.01
2018-11-02,318.03
2018-11-02,57.16
2018-11-02,2459.33
2018-11-02,3616.8
2018-11-02,1840.46
2018-11-02,107.68
2018-11-03,400.75
2018-11-03,33.51
2018-11-03,288.0
2018-11-04,3666.89
2018-11-04,217.39
2018-11-04,537.83
2018-11-04,1304.04
2018-11-04,116.0
2018-11-04,599.24
2018-11-05,880.71
2018-11-05,330.97
2018-11-05,139.34
2018-11-05,3687.86
2018-11-05,644.11
2018-11-05,804.79
2018-11-05,403.3
2018-11-06,294.24
2018-11-06,2137.1
2018-11-06,916.82
2018-11-06,1013.36
2018-11-06,397.65
2018-11-06,7990.0
2018-11-06,500.52
2018-11-07,8042.74
2018-11-07,746.38
2018-11-07,2487.15
2018-11-07,434.43
2018-11-08,2118.4
2018-11-08,910.47
2018-11-09,683.41
2018-11-09,2969.84
2018-11-09,300.0
2018-11-10,414.11
2018-11-10,362.25
2018-11-10,1627.76
2018-11-10,589.37
2018-11-10,4699.21
2018-11-10,1194.1
2018-11-11,1316.85
2018-11-11,4056.12
2018-11-11,2096.43
2018-11-11,676.18
2018-11-12,527.42
2018-11-13,139.18
2018-11-13,426.38
2018-11-13,673.77
2018-11-13,2990.0
2018-11-13,2020.3
2018-11-13,1477.67
2018-11-13,2129.05
2018-11-13,2925.49
2018-11-13,5398.69
2018-11-14,850.0
2018-11-14,1855.72
2018-11-14,1479.86
2018-11-15,116.0
2018-11-15,116.0
2018-11-15,1846.37
2018-11-15,44.92
2018-11-16,4103.21
2018-11-16,116.0
2018-11-16,194.67
2018-11-17,116.0
2018-11-17,116.0
2018-11-17,2183.78
2018-11-17,2437.52
2018-11-17,1477.89
2018-11-17,934.51
2018-11-18,1309.1
2018-11-18,1381.67
2018-11-18,2166.55
2018-11-18,2426.95
2018-11-18,8577.76
2018-11-18,243.74
2018-11-18,1176.78
2018-11-18,2116.97
2018-11-18,3938.0
2018-11-18,789.58
2018-11-18,836.34
2018-11-19,336.88
2018-11-19,5588.54
2018-11-19,309.9
2018-11-19,2751.95
2018-11-20,1344.71
2018-11-20,8133.63
2018-11-21,578.17
2018-11-21,253.31
2018-11-21,288.0
2018-11-21,751.46
2018-11-21,4787.86
2018-11-21,2954.19
2018-11-21,1847.06
2018-11-22,1194.96
2018-11-22,2435.51
2018-11-22,714.09
2018-11-23,3994.74
2018-11-23,143.57
2018-11-23,300.0
2018-11-23,1201.81
2018-11-23,3002.16
2018-11-23,6192.83
2018-11-24,3048.29
2018-11-24,2058.92
2018-11-24,8298.96
2018-11-24,1527.21
2018-11-24,8910.56
2018-11-24,2527.04
2018-11-25,3381.51
2018-11-25,493.23
2018-11-25,300.0
2018-11-25,720.99
2018-11-25,1658.96
2018-11-26,3223.38
2018-11-26,2288.68
2018-11-26,310.27
2018-11-26,910.52
2018-11-27,504.34
2018-11-27,116.0
2018-11-27,480.08
2018-11-27,1781.11
2018-11-27,340.03
2018-11-27,288.0
2018-11-28,8182.07
2018-11-28,1185.81
2018-11-28,1258.47
2018-11-28,209.63
2018-11-28,3105.63
2018-11-29,1943.03
2018-11-29,1083.32
2018-11-29,983.7
2018-11-30,229.69
2018-11-30,812.88
2018-12-01,49.78
2018-12-01,7542.54
2018-12-01,741.34
2018-12-01,240.51
2018-12-01,1408.91
2018-12-01,810.77
2018-12-02,1106.25
2018-12-02,116.0
2018-12-02,517.83
2018-12-03,7990.0
2018-12-03,2812.02
2018-12-03,116.0
2018-12-03,300.0
2018-12-03,4321.59
2018-12-03,857.23
2018-12-03,341.85
2018-12-03,2611.07
2018-12-04,185.54
2018-12-04,53993.7
2018-12-04,116.0
2018-12-04,442.87
2018-12-04,782.2
2018-12-04,234.97
2018-12-04,7454.14
2018-12-04,149.0
2018-12-04,363.13
2018-12-05,1031.74
2018-12-05,6668.1
2018-12-05,5861.25
2018-12-05,152.37
2018-12-05,116.0
2018-12-05,42382.94
2018-12-05,352.93
2018-12-05,694.54
2018-12-06,626.15
2018-12-06,1500.38
2018-12-07,1234.5
2018-12-07,1550.31
2018-12-07,65.52
2018-12-08,4893.16
2018-12-09,4224.36
2018-12-09,334.89
2018-12-09,1922.02
2018-12-09,342.63
2018-12-09,1974.23
2018-12-09,547.77
2018-12-10,258.05
2018-12-10,7601.0
2018-12-10,3036.7
2018-12-10,187.0
2018-12-10,1435.57
2018-12-10,230.35
2018-12-11,4353.92
2018-12-11,605.95
2018-12-11,566.93
2018-12-11,2319.46
2018-12-11,954.26
2018-12-12,476.73
2018-12-12,1993.85
2018-12-12,116.0
2018-12-12,288.0
