date,total_spending,day,day_of_week,week,month,quarter,year,is_weekend,is_month_end,lag_1,lag_7,lag_30,rolling_mean_7,rolling_mean_30,rolling_std_7,expanding_mean,target_smooth
2018-12-02,35073.65199999988,2,6,48,12,4,2018,1,0,58880.60399999975,11064.310000000001,34254.3,45417.52371428566,36951.184533333275,20673.72436661509,38328.41354626859,49666.67257142846
2018-12-03,31403.45,3,0,49,12,4,2018,0,0,35073.65199999988,52641.84199999987,30998.859999999997,48847.429714285645,36978.4962666666,15323.836978604142,38318.72675595231,48068.24457142846
2018-12-04,122092.41799999951,4,1,49,12,4,2018,0,0,31403.45,55388.24,19708.01,45813.373714285655,36991.982599999945,16504.4250201852,38298.2066468842,45056.848857142744
2018-12-05,63270.36399999975,5,2,49,12,4,2018,0,0,122092.41799999951,64272.770000000004,92309.51599999962,55342.54199999988,40404.79619999993,33480.23164672912,38546.118514792826,42588.940285714176
2018-12-06,46821.391999999876,6,3,49,12,4,2018,0,0,63270.36399999975,54881.189999999995,20240.67,55199.34114285698,39436.82446666659,33437.786287485054,38619.051392330315,40501.22671428561
2018-12-07,34142.57199999988,7,4,49,12,4,2018,0,0,46821.391999999876,20793.71,58892.30199999988,54047.94142857125,40322.84853333326,33588.99143425153,38643.175923529336,42191.813142857034
2018-12-08,40800.351999999875,8,5,49,12,4,2018,1,0,34142.57199999988,58880.60399999975,23330.41,55954.92171428552,39497.85753333326,31712.89401524651,38629.97767155418,40826.682142857055
2018-12-09,14870.859999999999,9,6,49,12,4,2018,1,0,40800.351999999875,35073.65199999988,97949.01599999962,53372.02857142839,40080.18893333325,32167.913330962318,38636.323795321565,46353.42957142846
2018-12-10,30263.85,10,0,50,12,4,2018,0,0,14870.859999999999,31403.45,29669.739999999998,50485.91542857127,37310.9170666666,34875.61168188058,38567.0367288629,47370.88399999989
2018-12-11,13228.699999999999,11,1,50,12,4,2018,0,0,30263.85,122092.41799999951,63281.01399999975,50323.11542857126,37330.72073333326,34982.03266820638,38542.89955813946,39923.934857142776
2018-12-12,29722.05,12,2,50,12,4,2018,0,0,13228.699999999999,63270.36399999975,25195.68,34771.155714285625,35662.31026666661,17675.66295461838,38469.525066666596,38233.374714285645
2018-12-13,25653.2,13,3,50,12,4,2018,0,0,29722.05,46821.391999999876,20217.05,29978.539428571374,35813.18926666661,12430.330948118202,38444.24334682074,35724.46742857136
2018-12-14,44461.92,14,4,50,12,4,2018,0,0,25653.2,34142.57199999988,17557.6,26954.511999999962,35994.394266666604,9984.091096061133,38407.381550432205,35151.727428571365
2018-12-15,39768.77,15,5,50,12,4,2018,1,0,44461.92,40800.351999999875,18402.46,28428.704571428552,36891.204933333276,11816.096875575873,38424.77964942522,37965.36185714278
2018-12-16,112448.11599999963,16,6,50,12,4,2018,1,0,39768.77,14870.859999999999,13627.44,28281.335714285706,37603.415266666605,11641.221821648707,38428.630624641766,37559.58828571421
2018-12-17,45647.811999999874,17,0,51,12,4,2018,0,0,112448.11599999963,30263.85,16788.38,42220.943714285655,40897.43779999993,32550.283202632658,38640.114868571356,37293.573285714214
2018-12-18,17835.13,18,1,51,12,4,2018,0,0,45647.811999999874,13228.699999999999,46746.44,44418.6525714285,41859.418866666594,32124.983751071413,38660.07981766375,37381.23757142849
2018-12-19,39602.52199999987,19,2,51,12,4,2018,0,0,17835.13,29722.05,19645.59,45076.71399999993,40895.70853333326,31419.01415552608,38600.91802840902,37646.918285714215
2018-12-20,11696.69,20,3,51,12,4,2018,0,0,39602.52199999987,25653.2,13225.36,46488.20999999991,41560.93959999992,30830.67068095435,38603.755433427694,38636.87542857136
2018-12-21,26124.211999999876,21,4,51,12,4,2018,0,0,11696.69,44461.92,34785.75,44494.42285714276,41509.98393333326,32791.532036584,38527.746774011226,38784.698285714214
2018-12-22,80191.23399999975,22,5,51,12,4,2018,1,0,26124.211999999876,39768.77,4994.02,41874.75028571417,41221.265999999916,33518.98029392598,38492.807239436544,41522.88828571421
2018-12-23,9190.03,23,6,51,12,4,2018,1,0,80191.23399999975,112448.11599999963,56585.461999999876,47649.38799999985,43727.839799999914,36449.56544279628,38609.93765168532,38589.128571428526
2018-12-24,26539.64,24,0,52,12,4,2018,0,0,9190.03,45647.811999999874,32207.8,32898.232857142764,42147.99206666658,24928.216766099456,38527.52894677864,38092.12199999997
2018-12-25,14456.0,25,1,52,12,4,2018,0,0,26539.64,17835.13,11064.310000000001,30168.493999999922,41959.05339999991,24338.63719148155,38494.04322346362,37164.31771428567
2018-12-26,33441.58,26,2,52,12,4,2018,0,0,14456.0,39602.52199999987,52641.84199999987,29685.761142857064,42072.109733333244,24655.47587959382,38427.0848857938,37947.61128571425
2018-12-27,39512.6,27,3,52,12,4,2018,0,0,33441.58,11696.69,55388.24,28805.626571428515,41432.100999999915,24350.55275361164,38413.236261111044,42447.38028571422
2018-12-28,46531.44,28,4,52,12,4,2018,0,0,39512.6,26124.211999999876,64272.770000000004,32779.32799999994,40902.91299999992,23341.979223884377,38416.28159002763,46224.646999999924
2018-12-29,78103.43000000001,29,5,52,12,4,2018,1,0,46531.44,80191.23399999975,54881.189999999995,35694.64628571425,40311.53533333325,23644.67669147909,38438.69915469606,45783.40199999992
2018-12-30,71375.48,30,6,52,12,4,2018,1,0,78103.43000000001,9190.03,20793.71,35396.388571428564,41085.60999999991,22994.058396784796,38547.96838567486,46532.492714285625
2018-12-31,38689.72,31,0,1,12,4,2018,0,1,71375.48,26539.64,58880.60399999975,44280.02428571428,42771.668999999914,23193.566763403684,38638.15385714279,45434.96414285706
2019-01-01,4845.87,1,1,1,1,1,2019,0,0,38689.72,14456.0,35073.65199999988,46015.74999999999,42098.639533333255,22072.193277085888,38638.29513424651,46773.6492857142
2019-01-02,50568.63199999988,2,2,1,1,1,2019,0,0,4845.87,33441.58,31403.45,44642.87428571428,41091.04679999993,24524.946420022963,38545.96610382506,45820.264999999905
2019-01-03,74693.45599999963,3,3,1,1,1,2019,0,0,50568.63199999988,39512.6,122092.41799999951,47089.595999999976,41729.88619999992,24071.346944078294,38578.72541144407,43879.84857142848
2019-01-04,79005.94599999963,4,4,1,1,1,2019,0,0,74693.45599999963,46531.44,63270.36399999975,52115.43257142849,40149.920799999934,25833.85197768531,38676.86326630427,42769.00799999991
2019-01-05,74013.80399999976,5,5,1,1,1,2019,1,0,79005.94599999963,78103.43000000001,46821.391999999876,56754.64771428559,40674.440199999925,27524.504135564148,38786.15617344167,38828.967285714185
2019-01-06,19677.3,6,6,1,1,1,2019,1,0,74013.80399999976,71375.48,34142.57199999988,56170.41542857127,41580.85393333326,27034.880699195204,38881.366032432365,35808.15228571419
2019-01-07,11174.24,7,0,2,1,1,2019,0,0,19677.3,38689.72,40800.351999999875,48784.961142856984,41098.67819999993,29166.326435735733,38829.603051212864,36601.74028571418
2019-01-08,33197.59199999987,8,1,2,1,1,2019,0,0,11174.24,4845.87,14870.859999999999,44854.17828571412,40111.14113333326,32425.66540206138,38755.26067741928,39719.1297142856
2019-01-09,20094.2,9,2,2,1,1,2019,0,0,33197.59199999987,50568.63199999988,30263.85,48904.42428571411,40722.03219999993,28074.07607243912,38740.36076139403,37653.9467142856
2019-01-10,12346.769999999999,10,3,2,1,1,2019,0,0,20094.2,74693.45599999963,13228.699999999999,44550.933999999834,40383.043866666594,30065.239553147294,38690.50471657747,33188.799857142774
2019-01-11,30979.671999999875,11,4,2,1,1,2019,0,0,12346.769999999999,79005.94599999963,29722.05,35644.26457142846,40353.64619999993,28858.121331144295,38620.25475733326,31067.138857142796
2019-01-12,22942.86,12,5,2,1,1,2019,1,0,30979.671999999875,74013.80399999976,25653.2,28783.368285714212,40395.566933333255,21636.2609339796,38599.93405851057,26961.80142857138
2019-01-13,29084.07,13,6,2,1,1,2019,1,0,22942.86,19677.3,44461.92,21487.519142857105,40305.22226666659,8411.1041917177,38558.403358090116,26377.25571428567
2019-01-14,49799.951999999874,14,0,3,1,1,2019,0,0,29084.07,11174.24,39768.77,22831.34342857139,39792.62726666658,8815.41914249733,38533.338984126916,26535.90071428567
2019-01-15,48489.32199999988,15,1,3,1,1,2019,0,0,49799.951999999874,33197.59199999987,112448.11599999963,28349.302285714228,40126.99999999992,11864.178481449373,38563.06619525059,25925.240571428534
2019-01-16,21656.07,16,2,3,1,1,2019,0,0,48489.32199999988,20094.2,45647.811999999874,30533.835142857082,37995.04019999992,14102.373207777995,38589.18792105256,25102.825571428537
2019-01-17,12181.400000000001,17,3,3,1,1,2019,0,0,21656.07,12346.769999999999,17835.13,30756.959428571372,37195.315466666594,13920.858578863774,38544.74404199468,26752.829142857103
2019-01-18,49302.69199999988,18,4,3,1,1,2019,0,0,12181.400000000001,30979.671999999875,39602.52199999987,30733.335142857082,37006.857799999925,13957.40095180527,38475.73005235595,25761.066142857115
2019-01-19,16539.08,19,5,3,1,1,2019,1,0,49302.69199999988,22942.86,11696.69,33350.90942857137,37330.196799999925,15629.313880381042,38503.99888250646,26158.570428571402
2019-01-20,11493.66,20,6,3,1,1,2019,1,0,16539.08,29084.07,26124.211999999876,32436.083714285658,37491.60979999993,16503.052684498474,38446.798572916596,30431.31985714282
2019-01-21,13395.27,21,0,4,1,1,2019,0,0,11493.66,49799.951999999874,80191.23399999975,29923.167999999943,37003.92473333327,18335.986405709493,38376.79042077915,28587.7904285714
2019-01-22,24648.35,22,1,4,1,1,2019,0,0,13395.27,48489.32199999988,9190.03,24722.4991428571,34777.39259999994,16862.218907992414,38312.07145595848,27899.225999999984
2019-01-23,8580.39,23,2,4,1,1,2019,0,0,24648.35,21656.07,26539.64,21316.64599999998,35292.66993333327,13291.29626838528,38276.76468217047,30797.453142857124
2019-01-24,35446.82,24,3,4,1,1,2019,0,0,8580.39,12181.400000000001,14456.0,19448.691714285695,34694.02826666661,14128.125463740082,38200.22763402055,33954.18671428569
2019-01-25,17094.989999999998,25,4,4,1,1,2019,0,0,35446.82,49302.69199999988,33441.58,22772.323142857123,35393.722266666606,14851.624340959128,38193.14946529556,34375.77242857141
2019-01-26,28507.92,26,5,4,1,1,2019,1,0,17094.989999999998,16539.08,39512.6,18171.222857142853,34848.83593333328,9161.5614247277,38139.05162051275,33828.38528571426
2019-01-27,88902.56199999987,27,6,4,1,1,2019,1,0,28507.92,11493.66,46531.44,19881.05714285714,34482.01326666661,9893.802192611562,38114.419570332415,36326.556142857116
2019-01-28,23990.54,28,0,5,1,1,2019,0,0,88902.56199999987,13395.27,78103.43000000001,30939.471714285693,35894.38399999994,27156.717717220043,38243.981158163195,37978.49771428567
2019-01-29,38849.42,29,1,5,1,1,2019,0,0,23990.54,24648.35,71375.48,32453.08171428569,34090.62099999994,26297.577311069927,38207.71286005082,39644.01571428567
2019-01-30,62231.25,30,2,5,1,1,2019,0,0,38849.42,8580.39,38689.72,34481.805999999975,33006.418999999936,26142.445324705786,38209.34155837556,39529.16928571423
2019-01-31,56375.67,31,3,5,1,1,2019,0,1,62231.25,35446.82,4845.87,42146.21457142855,33791.13666666661,25128.04165862963,38270.15651645563,37650.44999999995
2019-02-01,55204.891999999876,1,4,5,2,1,2019,0,0,56375.67,17094.989999999998,50568.63199999988,45136.050285714264,35508.7966666666,25441.215106489588,38315.877510100945,39326.599285714234
2019-02-02,8875.66,2,5,5,2,1,2019,1,0,55204.891999999876,28507.92,74693.45599999963,50580.321999999964,35663.338666666605,22327.607748388993,38358.41910831227,38865.98928571424
2019-02-03,46468.05199999988,3,6,5,2,1,2019,1,0,8875.66,88902.56199999987,79005.94599999963,47775.71342857139,33469.41213333328,26420.19273336099,38284.341824120536,32992.26271428567
2019-02-04,36522.451999999874,4,0,6,2,1,2019,0,0,46468.05199999988,23990.54,74013.80399999976,41713.64057142853,32384.815666666622,19327.056674194042,38304.85237593978,32125.649142857106
2019-02-05,47965.601999999875,5,1,6,2,1,2019,0,0,36522.451999999874,38849.42,19677.3,43503.913714285656,31135.103933333296,17942.571896479258,38300.39637499993,33571.44785714281
2019-02-06,6972.54,6,2,6,2,1,2019,0,0,47965.601999999875,62231.25,11174.24,44806.22542857135,32078.047333333292,17879.157127674105,38324.499132169505,29375.72928571424
2019-02-07,9144.75,7,3,6,2,1,2019,0,0,6972.54,56375.67,33197.59199999987,36912.12399999992,31937.990666666625,20854.75152819913,38246.50918407953,27363.13785714281
2019-02-08,40561.08,8,4,6,2,1,2019,0,0,9144.75,55204.891999999876,20094.2,30164.849714285636,31136.229266666625,21146.478949510984,38174.29638213392,26359.33928571424
2019-02-09,22059.379999999997,9,5,6,2,1,2019,1,0,40561.08,8875.66,12346.769999999999,28072.876571428515,31818.45859999996,18856.85046538289,38180.204262376166,27343.015714285666
2019-02-10,6670.389999999999,10,6,6,2,1,2019,1,0,22059.379999999997,46468.05199999988,30979.671999999875,29956.265142857086,32142.21226666663,17206.025137483113,38140.39975802462,25734.72199999996
2019-02-11,11857.95,11,0,7,2,1,2019,0,0,6670.389999999999,36522.451999999874,22942.86,24270.884857142813,31331.90286666663,17414.609954436248,38062.88741871914,23820.908999999974
2019-02-12,59090.601999999875,12,1,7,2,1,2019,0,0,11857.95,47965.601999999875,29084.07,20747.384571428553,30962.40586666663,17013.164087742156,37998.50182309576,24565.016857142826
2019-02-13,3491.1900000000005,13,2,7,2,1,2019,0,0,59090.601999999875,6972.54,49799.951999999874,22336.670285714263,31962.62359999996,20200.56382411524,38050.198147058756,25478.266142857115
2019-02-14,28199.39,14,3,7,2,1,2019,0,0,3491.1900000000005,9144.75,48489.32199999988,21839.33457142855,30418.998199999965,20679.059057199367,37965.70179462096,25855.1754285714
2019-02-15,41151.711999999876,15,4,7,2,1,2019,0,0,28199.39,40561.08,21656.07,24561.425999999978,29742.667133333303,19971.52246050056,37941.88152195115,25807.46057142853
2019-02-16,22647.13,16,5,7,2,1,2019,1,0,41151.711999999876,22059.379999999997,12181.400000000001,24645.80199999996,30392.52186666663,20051.47161107348,37949.69132846709,25499.401285714248
2019-02-17,23951.94,17,6,7,2,1,2019,1,0,22647.13,6670.389999999999,49302.69199999988,24729.766285714246,30741.3795333333,20040.06338816774,37912.549189320314,28571.695571428532
2019-02-18,9729.07,18,0,8,2,1,2019,0,0,23951.94,11857.95,16539.08,27198.559142857102,29896.35446666664,18445.524381775558,37878.74626150115,31328.61142857138
2019-02-19,58383.11199999988,19,1,8,2,1,2019,0,0,9729.07,59090.601999999875,11493.66,26894.43342857139,29669.354133333305,18755.5571018295,37810.75187439607,33205.48342857139
2019-02-20,19758.03,20,2,8,2,1,2019,0,0,58383.11199999988,3491.1900000000005,13395.27,26793.36342857139,31232.33586666663,18553.964691679434,37860.323826505955,36114.924142857104
2019-02-21,14421.480000000001,21,3,8,2,1,2019,0,0,19758.03,28199.39,24648.35,29117.197714285674,31444.427866666632,15990.626546637928,37816.80869711532,39467.60785714281
2019-02-22,39893.07199999988,22,4,8,2,1,2019,0,0,14421.480000000001,41151.711999999876,8580.39,27148.924857142814,31103.532199999965,16942.077233821616,37760.70479136684,38879.73857142852
2019-02-23,17746.55,23,5,8,2,1,2019,1,0,39893.07199999988,22647.13,35446.82,26969.119142857107,32147.28826666663,16774.548249988035,37765.80614832529,40555.57728571423
2019-02-24,49682.509999999995,24,6,8,2,1,2019,1,0,17746.55,23951.94,17094.989999999998,26269.036285714246,31557.279266666625,17084.389528371645,37718.02749403335,41026.60171428566
2019-02-25,50454.77199999987,25,0,9,2,1,2019,0,0,49682.509999999995,9729.07,28507.92,29944.831999999962,32643.52993333329,19146.364714060644,37746.51435714279,42670.4195714285
2019-02-26,85366.81,26,1,9,2,1,2019,0,0,50454.77199999987,58383.11199999988,88902.56199999987,35762.78942857137,33375.09166666662,18140.837428580988,37776.70024228022,44776.19985714277
2019-02-27,44223.36,27,2,9,2,1,2019,0,0,85366.81,19758.03,23990.54,39617.60342857138,33257.233266666626,25230.281483613737,37889.47301421794,47663.15214285705
2019-02-28,75136.96199999988,28,3,9,2,1,2019,0,1,44223.36,14421.480000000001,38849.42,43112.65057142853,33931.66059999997,23666.803324379543,37904.446742316715,49214.58942857133
2019-03-01,32921.54199999988,1,4,9,3,1,2019,0,0,75136.96199999988,39893.07199999988,62231.25,51786.290857142805,35141.24533333329,22496.127372812185,37992.25927830182,48760.74585714276
2019-03-02,46108.87199999988,2,5,9,3,1,2019,1,0,32921.54199999988,17746.55,56375.67,50790.35799999994,34164.25506666662,23252.03001714888,37980.32817882346,50739.33157142847
2019-03-03,30546.281999999876,3,6,9,3,1,2019,1,0,46108.87199999988,49682.509999999995,55204.891999999876,54842.118285714205,33822.02846666661,18524.970236806737,37999.409267605566,50729.10514285704
2019-03-04,32742.519999999997,4,0,10,3,1,2019,0,0,30546.281999999876,50454.77199999987,8875.66,52108.37142857134,33000.07479999995,20697.82449781903,37981.95463700227,47505.69214285705
2019-03-05,87864.03599999963,5,1,10,3,1,2019,0,0,32742.519999999997,85366.81,46468.05199999988,49578.04971428564,33795.63679999995,21976.82016843327,37969.71296728965,43882.43999999991
2019-03-06,60175.36199999988,6,2,10,3,1,2019,0,0,87864.03599999963,44223.36,36522.451999999874,49934.796285714154,35175.50293333327,22664.12089096591,38086.01675058268,43212.200142857044
2019-03-07,36141.601999999875,7,3,10,3,1,2019,0,0,60175.36199999988,75136.96199999988,47965.601999999875,52213.653714285574,35963.93326666661,22795.725469213343,38137.38732093017,42742.73742857132
2019-03-08,33539.26199999987,8,4,10,3,1,2019,0,0,36141.601999999875,32921.54199999988,6972.54,46642.88799999986,35569.79993333328,20950.21625603181,38132.75672853822,43480.748857142746
2019-03-09,45446.75,9,5,10,3,1,2019,1,0,33539.26199999987,46108.87199999988,9144.75,46731.13371428557,36455.35733333327,20883.98323357132,38122.12363888882,42032.52514285704
2019-03-10,49539.34,10,6,10,3,1,2019,1,0,45446.75,30546.281999999876,40561.08,46636.54485714273,37665.42399999993,20888.77025549739,38139.03963510386,40772.757857142766
2019-03-11,5326.99,11,0,11,3,1,2019,0,0,49539.34,32742.519999999997,22059.379999999997,49349.83885714274,37964.69933333327,19647.053414520404,38165.30760829486,39705.198571428475
2019-03-12,34641.28,12,1,11,3,1,2019,0,0,5326.99,87864.03599999963,6670.389999999999,45433.33457142846,37406.952999999936,25399.7224012849,38089.81722298844,37753.78985714277
2019-03-13,34840.00199999988,13,2,11,3,1,2019,0,0,34641.28,60175.36199999988,11857.95,37830.083714285654,38339.31599999994,17235.203515622907,38081.907733944885,36069.631857142784
2019-03-14,68564.48399999975,14,3,11,3,1,2019,0,0,34840.00199999988,36141.601999999875,59090.601999999875,34210.74657142851,39105.38439999993,14143.581340818402,38074.48918535462,36674.061857142784
2019-03-15,43253.701999999874,15,4,11,3,1,2019,0,0,68564.48399999975,33539.26199999987,3491.1900000000005,38842.586857142785,39421.1804666666,19263.60480485023,38144.10104566203,36014.07671428565
2019-03-16,25833.739999999998,16,5,11,3,1,2019,1,0,43253.701999999874,45446.75,28199.39,40230.36399999993,40746.59753333326,19167.550812680744,38155.74022779036,34696.32314285707
2019-03-17,12909.54,17,6,11,3,1,2019,1,0,25833.739999999998,49539.34,41151.711999999876,37428.505428571356,40667.74253333326,19703.930422027275,38127.735681818114,32945.91599999993
2019-03-18,17796.69,18,0,12,3,1,2019,0,0,12909.54,5326.99,22647.13,32195.676857142786,39726.33679999993,20785.80898963602,38070.55156462578,35417.56828571421
2019-03-19,60544.31399999975,19,1,12,3,1,2019,0,0,17796.69,34641.28,23951.94,33977.06257142849,39564.65546666659,18508.963034907112,38024.683099547445,34262.19042857135
2019-03-20,36597.15,20,2,12,3,1,2019,0,0,60544.31399999975,34840.00199999988,9729.07,37677.49599999989,40784.40126666659,21075.323194543704,38075.517480812574,32703.522428571363
2019-03-21,44603.62199999987,21,3,12,3,1,2019,0,0,36597.15,68564.48399999975,58383.11199999988,37928.517142857054,41680.003933333246,21046.33848007527,38072.18782432425,30191.715714285667
2019-03-22,24299.47,22,4,12,3,1,2019,0,0,44603.62199999987,43253.701999999874,19758.03,34505.536857142775,41220.687599999925,16741.501236122596,38086.865204494316,31422.083571428524
2019-03-23,26998.2,23,5,12,3,1,2019,1,0,24299.47,25833.739999999998,14421.480000000001,31797.789428571366,41372.068933333256,16623.163137631123,38055.951762331766,31167.159999999953
2019-03-24,25033.64,24,6,12,3,1,2019,1,0,26998.2,12909.54,39893.07199999988,31964.1408571428,41791.29293333325,16559.235991402133,38031.21406263976,34680.71514285709
2019-03-25,39930.12199999987,25,0,13,3,1,2019,0,0,25033.64,17796.69,17746.55,33696.15514285708,41295.97853333326,14771.620840980226,38002.20162053564,39199.75042857136
2019-03-26,18465.99,26,1,13,3,1,2019,0,0,39930.12199999987,60544.31399999975,49682.509999999995,36858.07399999993,42035.43093333325,13072.17100402625,38006.49542984403,38518.407428571365
2019-03-27,13018.65,27,2,13,3,1,2019,0,0,18465.99,36597.15,50454.77199999987,30846.884857142817,40994.88026666658,9570.614336760775,37963.07208444437,41532.152714285636
2019-03-28,33399.19,28,3,13,3,1,2019,0,0,13018.65,44603.62199999987,85366.81,27478.527714285676,39747.00953333326,11217.096718205734,37907.76294456756,39547.29185714278
2019-03-29,60478.85199999988,29,4,13,3,1,2019,0,0,33399.19,24299.47,44223.36,25877.894571428555,38014.755533333264,8932.99833122751,37897.788225663644,39597.57399999992
2019-03-30,22264.809999999998,30,5,13,3,1,2019,1,0,60478.85199999988,26998.2,75136.96199999988,31046.377714285678,38556.605266666586,15740.251268506965,37947.63604856505,40190.71042857135
2019-03-31,62099.311999999874,31,6,13,3,1,2019,1,1,22264.809999999998,25033.64,32921.54199999988,30370.179142857105,36794.20019999993,16041.927030610244,37913.092378854555,39631.47542857135
2019-04-01,81063.18399999975,1,0,14,4,2,2019,0,0,62099.311999999874,39930.12199999987,46108.87199999988,35665.27514285709,37766.79253333326,19689.478863219494,37966.24890549444,38849.58671428565
2019-04-02,51005.51199999988,2,1,14,4,2,2019,0,0,81063.18399999975,18465.99,30546.281999999876,41541.42685714278,38931.936266666584,26226.99170870993,38060.7597280701,38003.88242857136
2019-04-03,78789.58399999976,3,2,14,4,2,2019,0,0,51005.51199999988,13018.65,32742.519999999997,46189.92999999991,39613.910599999916,24265.76331546031,38089.08522538286,41055.86099999993
2019-04-04,16815.57,4,3,14,4,2,2019,0,0,78789.58399999976,33399.19,87864.03599999963,55585.777714285585,41148.81273333324,21898.986125247207,38177.95094323137,41088.186857142784
2019-04-05,25003.42,5,4,14,4,2,2019,0,0,16815.57,60478.85199999988,60175.36199999988,53216.689142857016,38780.53053333326,25327.816812985366,38131.4098082788,39618.6475714285
2019-04-06,35302.11,6,5,14,4,2,2019,1,0,25003.42,22264.809999999998,36141.601999999875,48148.77028571418,37608.1324666666,27118.42166817727,38102.870699999934,40537.62328571421
2019-04-07,17204.35,7,6,14,4,2,2019,1,0,35302.11,62099.311999999874,33539.26199999987,50011.24171428561,37580.14939999993,25440.218959706308,38096.795297179975,37944.50028571422
2019-04-08,28983.68,8,0,15,4,2,2019,0,0,17204.35,81063.18399999975,45446.75,43597.67571428562,37035.652333333266,27463.498026692334,38051.57355411248,34003.45785714281
2019-04-09,6626.13,9,1,15,4,2,2019,0,0,28983.68,51005.51199999988,49539.34,36157.74657142851,36486.88333333327,22165.66069113778,38031.98847084226,34736.562142857096
2019-04-10,55746.350000000006,10,2,15,4,2,2019,0,0,6626.13,78789.58399999976,5326.99,29817.834857142818,35056.44299999994,23516.65352657323,37964.303431034416,31649.45257142855
2019-04-11,33851.75199999988,11,3,15,4,2,2019,0,0,55746.350000000006,16815.57,34641.28,26525.944285714282,36737.08833333327,15897.577578549392,38002.54439139778,33638.62128571425
2019-04-12,39905.30199999987,12,4,15,4,2,2019,0,0,33851.75199999988,25003.42,34840.00199999988,28959.68457142855,36710.770733333266,15461.308076646492,37993.637111587916,36404.672999999944
2019-04-13,35130.47,13,5,15,4,2,2019,1,0,39905.30199999987,35302.11,68564.48399999975,31088.52485714282,36879.614066666596,15846.887546375305,37997.73061241963,35461.169428571375
2019-04-14,25795.59,14,6,15,4,2,2019,1,0,35130.47,17204.35,43253.701999999874,31064.004857142816,35765.14693333327,15839.412245060044,37991.60398717942,37372.74942857138
2019-04-15,25888.59,15,0,16,4,2,2019,0,0,25795.59,28983.68,25833.739999999998,32291.324857142816,35183.209866666606,14890.958348859382,37965.59969296368,37454.497285714235
2019-04-16,61268.97199999988,16,1,16,4,2,2019,0,0,25888.59,6626.13,12909.54,31849.169142857103,35185.038199999944,15050.63581550045,37939.90392765951,38171.76871428567
2019-04-17,35570.05,17,2,16,4,2,2019,0,0,61268.97199999988,55746.350000000006,17796.69,39655.28942857137,36797.019266666604,13915.84426622353,37989.434857749395,34564.345857142805
2019-04-18,44663.93199999988,18,3,16,4,2,2019,0,0,35570.05,33851.75199999988,60544.31399999975,36772.9608571428,37389.46459999994,11982.741441829103,37984.30904237281,34466.54999999995
2019-04-19,63728.14399999975,19,4,16,4,2,2019,0,0,44663.93199999988,39905.30199999987,36597.15,38317.557999999946,36860.118533333276,12237.57912350769,37998.43086680754,37019.3371428571
2019-04-20,22093.06,20,5,16,4,2,2019,1,0,63728.14399999975,35130.47,44603.62199999987,41720.82114285707,37764.48499999994,15602.62588231978,38052.71296202525,40085.70171428565
2019-04-21,43966.47,21,6,16,4,2,2019,1,0,22093.06,25795.59,24299.47,39858.33399999992,37014.132933333276,17215.23490659531,38019.11369263151,41121.89599999994
2019-04-22,30128.15,22,0,17,4,2,2019,0,0,43966.47,25888.59,26998.2,42454.173999999926,37669.69959999994,16073.441825888385,38031.60813865539,42030.011714285654
2019-04-23,16667.93,23,1,17,4,2,2019,0,0,30128.15,61268.97199999988,25033.64,43059.825428571356,37774.03126666661,15411.455650469421,38015.03904402509,42469.71871428566
2019-04-24,5242.43,24,2,17,4,2,2019,0,0,16667.93,35570.05,39930.12199999987,36688.24799999995,37495.17426666661,15842.232189905286,37970.37982008362,40509.257999999936
2019-04-25,32482.61,25,3,17,4,2,2019,0,0,5242.43,44663.93199999988,18465.99,32355.7308571428,36338.91786666661,19841.253715105326,37902.05424634649,40460.035142857094
2019-04-26,75644.32199999988,26,4,17,4,2,2019,0,0,32482.61,63728.14399999975,13018.65,30615.54199999996,36806.13853333328,19102.26241425031,37890.76373749993,40630.14985714282
2019-04-27,78059.57399999976,27,5,17,4,2,2019,1,0,75644.32199999988,22093.06,33399.19,32317.853142857122,38893.66093333327,22731.183245876186,37969.253463617395,42522.8921428571
2019-04-28,40302.31,28,6,17,4,2,2019,1,0,78059.57399999976,43966.47,60478.85199999988,40313.069428571376,40382.340399999935,27810.472843027746,38052.42840248956,39821.010714285665
2019-04-29,38602.21,29,0,18,4,2,2019,0,0,40302.31,30128.15,22264.809999999998,39789.617999999944,39709.78899999994,27764.693313511725,38057.086542442994,40737.947142857105
2019-04-30,67424.87,30,1,18,4,2,2019,0,1,38602.21,16667.93,62099.311999999874,41000.19799999994,40254.36899999994,27456.2579844402,38058.21283057845,42453.50371428566
2019-05-01,8123.6,1,2,18,5,2,2019,0,0,67424.87,5242.43,81063.18399999975,48251.18942857137,40431.887599999936,26649.710762820898,38118.762639175184,42670.17585714279
2019-05-02,43974.811999999874,2,3,18,5,2,2019,0,0,8123.6,32482.61,51005.51199999988,48662.78514285708,38000.568133333276,25886.05374518362,38057.0441975308,43390.98799999995
2019-05-03,66109.75,3,4,18,5,2,2019,0,0,43974.811999999874,75644.32199999988,78789.58399999976,50304.528285714216,37766.21146666662,25039.430410507885,38069.195671457834,40448.16442857137
2019-05-04,48591.451999999874,4,5,18,5,2,2019,1,0,66109.75,78059.57399999976,16815.57,48942.44657142851,37343.550333333296,23652.172111233394,38126.65582377042,35936.636285714245
